,Case Number,Year,Type,Country,Area,Location,Activity,Sex,Injury,Fatal,Source,Month
5309,1901.06.24,1901,Unprovoked,PHILIPPINES,Western Viscayas,"Island of Panay, Iliolo",Swimming,M,"Left thigh stripped of flesh 4"" above the knee ",N,"J.A. Guthrie;  Sun, 7/13/1913; V.M. Coppleson, p.264 also states ""Native taken near same spot 3 months previously.""",jun
5310,1901.01.30,1901,Unprovoked,AUSTRALIA,Queensland,Brisbane,Bathing,M,"Thigh bitten, FATAL",Y,"Otago Witness, 2/6/1901",jan
5312,1900.12.27,1900,Unprovoked,AUSTRALIA,New South Wales,"Middle Harbour, Sydney ",Bathing,M,FATAL,Y,"Taranaki Herald, 12/28/1900",dec
5313,1900.11.14,1900,Unprovoked,SOUTH AFRICA,Western Cape Province,Three Anchor Bay,Swimming,M,"FATAL, legs severed",Y,"P. Logan; M. Levine, GSAF",nov
5314,1900.10.27,1900,Invalid,SOUTH AFRICA,Western Cape Province,"Woodstock Beach, Cape Town",Swimming,M,Probable drowning & scavenging,Y,"P. Logan; M. Levine, GSAF",oct
5315,1900.09.15,1900,Unprovoked,AUSTRALIA,Queensland,Townsville,Swimming,M,Laceration to right leg,N,"Sydney Morning Herald, 9/17/1900",sep
5316,1900.09.13,1900,Unprovoked,USA,Rhode Island,Coddington Cove,Diving,M,No injury,UNKNOWN,"NY Times, 9/14/1900",sep
5317,1900.09.05,1900,Unprovoked,USA,Hawaii,"Waikiki Beach, Oahu",Floating,M,"Bathing suit torn & ""imprints of the shark's teeth on his body""",N,"Honolulu Republican, 9/6/1900",sep
5318,1900.08.21,1900,Unprovoked,USA,North Carolina,"Southport, Brunswick County",Bathing,M,Left hand lacerated,N,"C. Creswell, GSAF",aug
5319,1900.07.31,1900,Unprovoked,CROATIA, Primorje-Gorski Kotar County,"Volosko, Opatija",Swimming,M,FATAL,Y,"C. Moore, GSAF",jul
5320,1900.07.14,1900,Invalid,USA,Hawaii,"Makapu'u Point, O'ahu",Hunting seashells,M,"Believed drowned. Uhlbrechts foot, and the pelvis & femur of another person recovered in gut of tiger shark shark caught on 17-Aug-1900",Y,"Los Angeles Times, 7/28/1900",jul
5321,1900.07.00,1900,Provoked,USA,Connecticut,"Bridgeport, Fairfield County", ,,"No injury to occupants. They shot shark, then it capsized their skiff. PROVOKED INCIDENT",N,"Times, 8/1/1900",jul
5322,1900.01.28,1900,Unprovoked,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)","Standing, gathering oysters",M,Right posterior thigh bitten,N,"Poverty Bay Herald, 2/12/1900",jan
5325,1899.12.18,1899,Unprovoked,AUSTRALIA,Queensland,Tingalpa Creek,Fell into the water,M,bite to lower leg,N,"Brisbane Courier, 12/21/1899",dec
5326,1899.11.20,1899,Sea Disaster,PHILIPPINES,Mindoro Occidental,Off Lubang Island,Sea Disaster,,FATAL,Y,"The Mercury, 1/191900",nov
5327,1899.10.12.b,1899,Unprovoked,LIBYA,Mediterranean Sea,Off Bengasi,Diving,M,Lacerations to head,N,"Iowa Daily Press, 10/12/1899",oct
5328,1899.10.12.a,1899,Unprovoked,LIBYA,Mediterranean Sea,Off Bengasi,Sponge diving,M,FATAL,Y,"Iowa Daily Press, 10/12/1899",oct
5329,1899.09.11.R,1899,Unprovoked,MEXICO,Tamaulipas,Tampico,Swimming,M,FATAL,Y,"Bryan Morning Eagle, 9/12/1899",sep
5330,1899.08.23.R,1899,Provoked,USA,California,"Monterey Bay, Monterey County",Hunting sharks,M,"FATAL, Drowned or crushed when harpooned shark smashed their boat PROVOKED INCIDENT",Y,"Mexia Evening Ledger, 8/23/1899",aug
5331,1899.08.15,1899,Unprovoked,USA,Florida,"Trout River, Panama Park",Swimming,M,FATAL,Y,"Washington Post, 8/16/1899, p.1",aug
5332,1899.08.08.c,1899,Unprovoked,EGYPT ,Mediterranean Sea,Port Said,Floating on his back,M,Back muscles torn away,N,W. B. Orme,aug
5333,1899.08.08.b,1899,Unprovoked,EGYPT ,Mediterranean Sea,Port Said,Bathing,M,"Forearm, wrist & hand bitten",N,W. B. Orme,aug
5334,1899.08.08.a,1899,Unprovoked,EGYPT,Mediterranean Sea,Port Said,Bathing,M,Left leg bitten,N,W. B. Orme,aug
5335,1899.07.08.R,1899,Unprovoked,BAHAMAS,,,Fell overboard ,M,FATAL,Y,"Mataura Ensign, 7/8/1899",jul
5336,1899.06.07,1899,Provoked,ITALY,Calabria,Bagnara Calabra,Fishing,M,Multiple injuries from boated shark PROVOKED INCIDENT,N,C. Moore. GSAF,jun
5337,1899.06.02,1899,Invalid,NEW ZEALAND,North Island,East Cape,Attempting to land a boat from the Hinemoa,M,FATAL,Y,"Brisbane Courier, 6/7/1899",jun
5338,1899.05.28,1899,Invalid,PHILIPPINES,Negros ,Escalante,Swimming,M,FATAL,Y,"New York Times, 5/30/1899",may
5339,1899.05.04.R,1899,Unprovoked,ITALY,Imperia Province,Bordighera,Bathing,M,FATAL,Y,"Washington Post, 5/5/1899",may
5340,1899.01.28,1899,Invalid,AUSTRALIA,New South Wales,Newcastle,Bathing,F,Drowning may hav preceded attack,Y,"Kalgoorlie Western Argus, 2/2/1899",jan
5344,1898.12.28.R,1898,Unprovoked,AUSTRALIA,Queensland,The Narrows,Fell oveboard,M,FATAL,Y,"Brisbane Courier, 12/28/1898",dec
5345,1898.10.28,1898,Unprovoked,USA,Hawaii,Off Kohala,Jumped overboard,M,FATAL,Y,"Hawaiian Gazette, 11/1/1898",oct
5346,1898.09.19.b.R,1898,Unprovoked,,,,Diving,M,Lacerations to hand from shark trapped inside diving bell. ,N,"Lincoln Evening News & Daily Call, 9/19/1898",sep
5347,1898.09.19.a.R,1898,Unprovoked,,,,Diving,M,Lacerations to fingers,N,"Lincoln Evening News & Daily Call, 9/19/1898",sep
5348,1898.08.22,1898,Unprovoked,USA,New York,"Prince's Bay, Staten Island",Swimming,M,Laceration to thigh,N,"Lima News, 9/27/1898",aug
5351,1898.07.14,1898,Unprovoked,YEMEN ,Aden,Sapper Bay,Standing,M,FATAL,Y,"Inangahua Times, 10/26/1898",jul
5352,1898.07.00,1898,Unprovoked,CUBA,Santiago de Cuba Province,Santiago de Cuba,Swimming,M,FATAL,Y,"V.M. Coppleson (1958), p.258 ",jul
5353,1898.06.22,1898,Unprovoked,NEW CALEDONIA,South Province,Noumea,boat from City of Naples capsized,M,FATAL,Y,"New York Times, 6/23/1898",jun
5354,1898.04.13,1898,Sea Disaster,FIJI,Muala,,The cutter Francis Adams foundered,M,Lacerations to thigh,N,"Launceston Examiner, 8/26/1898",apr
5363,1897.12.04.R,1897,Provoked,USA,East coast,,Angling,M,Hooked shark bit his leg PROVOKED INCIDENT,N,"Trenton Evening Times, 12/4/1897",dec
5364,1897.10.15,1897,Invalid,MEXICO,Vera Cruz,Vera Cruz Harbor,Diving,M,Minor injuries,N,"NY Times, 11/11/1897",oct
5365,1897.10.05.R,1897,Unprovoked,MARSHALL ISLANDS,Ratak ,Ailuk Island,Fishing,,FATAL,Y,"North Otago Times, 1258/1897",oct
5366,1897.09.17,1897,Provoked,USA,Rhode Island,Point Judith,Fishing,M,Lacerations to hand by netted shark PROVOKED INCIDENT,N,"New York Times, 9/18/1897",sep
5367,1897.09.06,1897,Unprovoked,USA,South Carolina,"Elliott Cut, Charleston County",Standing,M,Lacerations to lower leg,N,"Hartford Courant, 8/7/1897",sep
5368,1897.07.21,1897,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",Wading after stray fish from seine netters catch,M,FATAL,Y,"Natal Mercury, 7/24/1897; M. Levine, GSAF",jul
5369,1897.06.09,1897,Invalid,YEMEN ,Socotra Islands,Socotra,Wreck of the steamship Sultan of Bombay,,Sharks scavenged on the dead,Y,"Star, 7/10/1897; Kalgoorlie Western Argus, 7/15/1897",jun
5370,1897.03.15.b.R,1897,Unprovoked,,Mediterranean Sea,,Swimming,M,FATAL,Y,"Daily Northwestern, 5/15/1897",mar
5371,1897.03.15.a.R,1897,Unprovoked,USA,Massachusetts,30 miles south of Lynn,Fishing,M,FATAL,Y,"Daily Northwestern, 5/15/1897",mar
5376,1896.12.17.R,1896,Unprovoked,NEW ZEALAND,South Island,Hoiktika,,M,FATAL,Y,"The Star, 12/17/1896",dec
5377,1896.11.29,1896,Unprovoked,AUSTRALIA,Western Australia,Albany,Swimming,M,FATAL,Y,"West Australian, 12/3/1896",nov
5378,1896.11.01,1896,Unprovoked,AUSTRALIA,Western Australia,Esperance,Boat swamped,M,FATAL,Y,"West Australian, 11/2/1896",nov
5379,1896.09.11.R,1896,Unprovoked,SRI LANKA,,,Diving,M,Leg severed,N,"New Oxford Item, 9/11/1896",sep
5380,1896.07.25,1896,Unprovoked,USA,Hawaii,"Kahului, Maui",Fishing,M,FATAL,Y,"Hawaiian Gazette, 8/4/1896",jul
5381,1896.06.21.R,1896,Unprovoked,USA,South Carolina,Charleston,Bathing,M,Lacerations to foot and calf,N,"New York Times, 6/21/1896",jun
5382,1896.01.11,1896,Unprovoked,AUSTRALIA,New South Wales,"Johnstone's Bay, Sydney",Bathing,M,FATAL,Y,"Brisbane Courier, 1/13/1896",jan
5385,1895.12.09,1895,Unprovoked,AUSTRALIA,New South Wales,"West Balmain, Sydney",Bathing,M,FATAL,Y,"Brisbane Courier, 12/9/1895",dec
5386,1895.11.21.R,1895,Unprovoked,BARBADOS,St Michael Parish,Bridgetown,Diving for coins,M,Leg bitten,N,"NY Times, 11/21/1895",nov
5387,1895.11.16,1895,Unprovoked,AUSTRALIA,New South Wales,Jervis Bay ,Fishing,M,FATAL,Y,"West Australian, 11/19/1895",nov
5388,1895.09.18,1895,Sea Disaster,CUBA,Havana Province,Havana Harbor,Shipwreck,M,Probable drowning & scavenging,Y,"NY Times, 9/21/1895",sep
5389,1895.09.14.R,1895,Unprovoked,YEMEN ,Aden,,Diving for coins,M,FATAL,Y,"Queenslander, 9/14/8/1895",sep
5390,1895.09.00,1895,Provoked,USA,North Carolina,"Near the mouth of the Cape Fear River, Brunswick County",Fishing,,"No injury, hooked shark rammed boat & Ruark fell on its back PROVOKED INCIDENT",N,"C. Creswell, GSAF",sep
5391,1895.08.11,1895,Unprovoked,USA,Rhode Island,Noyes Beach,Swimming,M,FATAL,Y,Boston Globe,aug
5392,1895.08.02,1895,Unprovoked,USA,New Jersey,Raritan Bay,Fishing,M,Arm bitten,N,"Boston Globe, 8/3/1895, p.5",aug
5393,1895.07.16.R,1895,Unprovoked,JAPAN,,,Hunting seals,M,FATAL,Y,"Morning News, 7/16/1895",jul
5394,1895.06.13.R,1895,Unprovoked,,,,Diving,M,Right hand severed,N,"Lima Times, 6/13/1895",jun
5395,1895.06.03.R,1895,Unprovoked,AUSTRALIA,Western Australia,Barrow Passage,Pearl diving,M,FATAL,Y,"The West Australian, 6/3/1895",jun
5396,1895.05.21,1895,Sea Disaster,BAHAMAS,Bimini Islands,Off Gun Cay,Sea Disaster : Wreck of the Carrie E. Long,M,Heel bitten,N,"Meriden Daily Republican, 6/12/1895",may
5398,1895.04.29,1895,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mzimvubu River,"""Crossing the river""",M,"FATAL, right arm lacerated ",Y,"M. Levine, GSAF",apr
5399,1895.04.23,1895,Unprovoked,NEW ZEALAND,South Island,Oamaru,Swimming,M,Lacerations to foot,N,"Star, 4/25/1895, p.",apr
5400,1895.03.29.R,1895,Unprovoked,INDONESIA,Moluccas,South Aroo Island,Swimming,M,FATAL,Y,"Fitzroy City Press, 3/29/1895",mar
5401,1895.03.15,1895,Unprovoked,AUSTRALIA,Queensland,Burnett River,Swimming,M,Lower leg & foot bitten,N,"The Telegraph, 3/20/1895",mar
5402,1895.02.27,1895,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor,Swimming,M,FATAL,Y,I. Donald ,feb
5403,1895.02.23.R,1895,Unprovoked,PANAMA,Bocas del Toro,,"Swimming, after sailboat capsized",M,FATAL,Y,"Fort Wayne Sentinel, 2/23/1895",feb
5405,1894.12.11,1894,Provoked,USA,Florida,"North Beach, St. Augustine",Fishing,M,Left leg bitten PROVOKED INCIDENT,N,"Atlanta Constitution, 12/12/1894",dec
5406,1894.11.28,1894,Unprovoked,AUSTRALIA,New South Wales,Newcastle ,Bathing,M,"""Lost his arm""",N,"Brisbane Courier, 1/7/1895, p.5",nov
5407,1894.10.06.R,1894,Unprovoked,USA,Alabama,Mobile Bay,Swimming,M,FATAL,Y,"Middletown Daily Argus, 10/6/1894",oct
5408,1894.09.12.R,1894,Unprovoked,USA,Virginia,Norfolk,Bathing,M,Lacerations to leg,N,"Washington Post, 9/13/1894",sep
5409,1894.09.06.R,1894,Unprovoked,FIJI,Vita Levu,Rewa River,Dangling feet in the water,F,Foot severed,N,"The Colonist, 9/6/1894",sep
5410,1894.09.01.R,1894,Provoked,USA,Texas,Rockport,Fishing,M,Laceration to calf  PROVOKED INCIDENT,N,"Lima Times Democrat, 9/1/1894",sep
5411,1894.08.21,1894,Unprovoked,USA,New York,"Woolsey's Point, East River",Swimming,F,No injury,UNKNOWN,"NY Times, 8/22/1894 ",aug
5412,1894.08.01,1894,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming / floating on his back,M,Lacerations to thigh,N,"Jacksonville Times-Union, 8/2/1894",aug
5413,1894.07.15.R,1894,Unprovoked,FRANCE,Provence,"la Badine, Hyères ",Fishing,M,No injury,Y,"C. Moore, GSAF",jul
5414,1894.06.29,1894,Unprovoked,USA,Florida,Anastasia Island,Bathing,M,"""Painfully injured"" but no details",UNKNOWN,"Atlanta Constitution, 7/1/1894; Washington Post 7/1/1894, p.17",jun
5415,1894.06.25,1894,Unprovoked,SOUTH AFRICA,Western Cape Province,Simons Town,Swimming after harpooned whale capsized boat,M,FATAL,Y,"Cape Argus, 7/2/1894 ",jun
5416,1894.06.15.b.R,1894,Unprovoked,USA,North Carolina,"New Bern, Craven County",bathing ,M,Right leg bitten,N,"Warren Ledger, 6/15/1894",jun
5417,1894.06.15.a.R,1894,Unprovoked,MEXICO,Bay of Campeche,,Fell from yardarm of British ship Rover,M,"FATAL, torso bitten ",Y,"Warren Ledger, 6/15/1894",jun
5418,1894.04.28.b.R,1894,Unprovoked,BURMA,Rangoon,Amherst,Bathing,F,FATAL,Y,"Bruce Herald, 8/24/1894",apr
5419,1894.04.28.a.R,1894,Unprovoked,BURMA,Rangoon,Amherst,Bathing,F,FATAL ,Y,"Bruce Herald, 8/24/1894",apr
5420,1893.10.20.R,1893,Unprovoked,INDIA,Bay of Bengal,Madras Harbor,Murder,M,FATAL,Y,"Middletown Daily Argus, 10/20/1893",oct
5421,1893.10.16,1893,Invalid,CROATIA, Primorje-Gorski Kotar County,"Off Volusca, Opatija",small boat,,No injury; no attack,N,C. Moore,oct
5422,1893.07.03,1893,Unprovoked,PHILIPPINES,,Off Manila,Abandoning burning steamship Don Juan,M,FATAL,Y,"New Zealand Tablet, 12/1/1893",jul
5423,1893.06.22,1893,Unprovoked,LEBANON,,Off Tripoli,HMS Victoria collided with the HMS Camperdown,M,FATAL,Y,"The Sydney Morning Herald, 6/29/1893",jun
5424,1893.06.22.R,1893,Unprovoked,NIGERIA,Bayelsa State,Mouth of the Nun River,A barque wrecked,M,FATAL,Y,"Otago Witness, 6/22/1893",jun
5425,1893.05.23.R,1893,Unprovoked,FIJI,,Between Kadavu & Beqa,Canoe swamped,F,FATAL,Y,"Brisbane Courier, 5/23/1893",may
5426,1893.05.17,1893,Unprovoked,CUBA,Havana Province,Havana Harbor,His balloon crashed in the harbor,M,FATAL,Y,"Portsmouth Herald, 3/6/1899",may
5427,1893.04.15,1893,Unprovoked,SOUTH ATLANTIC OCEAN,,,Swimming after falling overboard from the sealing ship Vesper,M,"One leg severed by the shark, the other surgically amputated",N,"The News, 4/15/1893",apr
5428,1893.04.14,1893,Unprovoked,AUSTRALIA,Queensland,Torres Strait,"Boat capsized, swimming ashore",M,Leg bitten,N,"Brisbane Courier, 6/2/1893",apr
5429,1893.04.04,1893,Invalid,AUSTRALIA,Tasmania,"Chimney Point, Georges Bay","Boat capsized, swimming ashore",M,"Fatal, probable drowning",Y,"C. Black, GSAF; V.M. Coppleson (1958), p.105",apr
5430,1893.01.30.R,1893,Unprovoked,NEW ZEALAND,South Island?,Downs River,Bathing,M,FATAL,Y,"Taranaki Herald, 1/30/1893",jan
5431,1893.01.18.R,1893,Unprovoked,FRENCH POLYNESIA,,One week out of Pápete,Murdered,M,FATAL.Tossed overboard to sharks by Rodrigue brothers who were later executed in Manila,Y,"West Australian, 1/18/1893",jan
5433,1892.12.15,1892,Unprovoked,ATLANTIC OCEAN,,,Fell overboard,M,FATAL,Y,"Washington Post, 1/9/1893",dec
5434,1892.11.09.R,1892,Unprovoked,AUSTRALIA,Norfolk Island,,Fishing,M,Laceration to arm,N,"Timaru Herald, 11/8/1892",nov
5435,1892.11.06,1892,Unprovoked,AUSTRALIA,Queensland,"Wellington Point, Brisbane",Swimming,F,Abrasions to left leg,N,"Brisbane Courier, 11/9/1892",nov
5436,1892.09.16.R,1892,Unprovoked,USA,Texas,Velasco,,M,Hand bitten,N,"Galveston Daily News, 9/16/1892 ",sep
5437,1892.06.24,1892,Invalid,FRANCE,Brittany,Brest,Fishing boat,,"No injury, no attack",,"C.Moore, GSAF",jun
5438,1892.06.20.R,1892,Unprovoked,CUBA,Havana Province,Havana Harbor,Riding a horse,M,FATAL,Y,"Daily Citizen, 6/20/1892",jun
5439,1892.05.19.R,1892,Unprovoked,NEW ZEALAND,North Island,Rockhampton,Bathing,M,Minor injury to leg,N,"Wanganui Chronicle, 5/19/1892",may
5440,1892.04.21.R,1892,Unprovoked,BAHAMAS,Out Islands,,Fell overboard from sponge vessel,M,"FATAL, leg severed",Y,"The Gleaner (Jamaica), 4/21/1892",apr
5441,1892.03.25.R,1892,Unprovoked,PACIFIC OCEAN,,, a canoe was pursuing a schooner that had forcibily abducted 5 young girls,M,6 or 8 of the would-be rescuers were shot & the rest were killed by sharks,Y,"West Australian, 3/25/1892",mar
5442,1892.03.02,1892,Provoked,AUSTRALIA,New South Wales,Lake Macquarie,Fishing,M,Lacerations to calf by netted shark PROVOKED INCIDENT,N,"The Argus, 3/4/1892",mar
5444,1891.12.31.R,1891,Unprovoked,AUSTRALIA,New South Wales,,Swimming,M,Foot severed,N,"Maitland Mercury & Hunter River General Advertiser, 12/31/1891 ",dec
5445,1891.12.22.R,1891,Unprovoked,NEW ZEALAND,North Island,"Manukau Harbor, 6 miles south of Auckland","Swimming, after boat swamped",M,Hand bitten,N,"The Advertiser, 1/1/1892",dec
5446,1891.09.14.R,1891,Sea Disaster,KIRIBATI,Line Islands,Flint Island,"Sea Disaster, canoes capsized in storm",,"FATAL               Of 38 people in the water, 8 were killed by sharks & 1 man's leg was severed",Y,"Newark Daily Advocate, 9/14/1891; Bismark Daily Tribune, 9/15/1891",sep
5447,1891.08.30.R,1891,Unprovoked,CANADA,Nova Scotia,Halifax,Knocked overboard,M,FATAL,Y,"Washington Post, 8/31/1891",aug
5448,1891.08.29,1891,Provoked,USA,New Jersey,"Off Longport, Atlantic County",Shooting sharks ,M,"Survived, PROVOKED INCIDENT",N,"The Daily Argus News, 9/3/1891 ",aug
5449,1891.06.11,1891,Invalid,USA,Virginia,Hampton Roads,Fishing for sharks when he became entangled in net & fell overboard,M,"Fatal, but death may have been due to drowning",Y,"Washington Post, 6/12/1891, p.1",jun
5450,1891.03.10,1891,Unprovoked,PARAGUAY,,,Fleeing across a river,,FATAL,Y,"West Australian, 11/2/1891",mar
5451,1891.01.08.R,1891,Unprovoked,JAMAICA,Kingston Parish,Port Royal Harbour,boat capsized,M,FATAL,Y,"Tuapeka Times, 1/21/1891",jan
5452,1890.12.30,1890,Invalid,AUSTRALIA,Queensland,Moreton Bay,Swimming to shore after boat capsized by a squall,,"Fatal, but death may have been due to drowning",Y,"The Argus, 21/2/1891",dec
5454,1890.10.25.R,1890,Unprovoked,ATLANTIC OCEAN,,,Thrown overboard,M,FATAL,Y,"Taranaki Herald, 10/25/1890",oct
5455,1890.08.17.R,1890,Provoked,USA,New Jersey,"Off Normandie-by-the-Sea, Monmouth County",Fishing for bluefish,,No injury to occupants. Hooked shark damaged boat PROVOKED INCIDENT,N,"NY Times, 8/17/1890",aug
5456,1890.08.09,1890,Unprovoked,USA,Connecticut,"Bridgeport, Fairfield County",Treading for clams,M,Severe lacerations to left arm.,N,"NY Times, 8/12/1890",aug
5457,1890.08.08,1890,Unprovoked,SAMOA,Upolu Island,Apia Harbour,Bathing,M,Both legs severed,N,"Argus, 9/9/1890",aug
5459,1890.06.14.R,1890,Unprovoked,PERSIAN GULF,,,Fell overboard,M,Severe lacerations to foot,N,"Bush Advocate, 6/14/1890",jun
5460,1890.06.02.R,1890,Unprovoked,EGYPT,,Port Said,Swimming,M,FATAL,Y,"C. Moore, GSAF",jun
5461,1890.05.14,1890,Invalid,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,,M,"Forensic evidence indicated death resulted from drowning, his body was subsequently scavenged by a shark",UNKNOWN,"M. Levine, GSAF",may
5462,1890.02.25,1890,Boat,MALTA,Munxar Reef,Marsascala,"Fishing boat with 4 men on board was rammed & capsized by  a shark, throwing all occupants into the water",M,"FATAL, 2 men were lost, presumed taken by the shark",Y,A. Buttigieg,feb
5468,1889.11.29.R,1889,Invalid,GREECE,Northern Peloponnese,Patras,,,"Human remains found in 4m, 900 kg shark",,"C. Moore, GSAF",nov
5469,1889.11.22,1889,Unprovoked,AUSTRALIA,Queensland,Bowen,Fell into the water,M,FATAL,Y,"Brisbane Courier, 11/26/1889",nov
5470,1889.11.16,1889,Invalid,USA,Hawaii,Honolulu,Parachuted from balloon,M,Speculated that he was taken by a shark but most likely drowned,Y,"NY Times, 11/24/1889 ",nov
5472,1889.07.21,1889,Unprovoked,USA,Florida,"Fernandina, Nassau County",Swimming,M,"FATAL, calf bitten",Y,"NY Times, 7/22/1889",jul
5473,1889.07.19,1889,Unprovoked,USA,Texas,West Bay near Galveston ,Fishing,M,Leg bitten,N,"Galveston Daily News, 7/21/1889",jul
5474,1889.07.08,1889,Unprovoked,AUSTRALIA,Victoria,Port Phillip,Fell into the water,M,FATAL ,Y,"Brisbane Courier, 7/9/1889",jul
5475,1889.01.31.R,1889,Provoked,USA,Florida,Hillsborough Bay,Fishing,,No injury to occupants. Gaffed shark capsized boat PROVOKED INCIDENT,N,"Timaru Herald, 1/31/1889",jan
5476,1889.01.00,1889,Unprovoked,SIERRA LEONE,Western Area,Freetown,Cleaning the side of a ship,M,FATAL,Y,"NY Times, 1/20/1889",jan
5477,1888.12.25.R,1888,Unprovoked,INDIAN OCEAN,Between Perth & Colombo,,Swimming,M,Foot severed,N,"West Australian, 12/25/1888",dec
5478,1888.12.09,1888,Unprovoked,AUSTRALIA,New South Wales,"Iron Cove Bridge, Sydney (Estuary)",Swimming,M,FATAL,Y,"G.P. Whitley (1951), p.192, citing Sydney Morning Herald, 12/10/ 1888 ",dec
5479,1888.12.00,1888,Unprovoked,AUSTRALIA,New South Wales,"Hawkesbury Bridge, Sydney",Working on the bridge when he fell into the river,M,FATAL,Y,"G.P. Whitley (1951), p.192, citing Sydney Morning Herald, 12/10/1888",dec
5480,1888.10.23.R,1888,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Rijeka,,,Human remains found in shark,Y,"C. Moore, GSAF",oct
5481,1888.08.14,1888,Sea Disaster,CANADA,Nova Scotia,Off Sable Island,The steamships Thingvalla and Geiser collided,M,FATAL,Y,"Aurora Daiy Express, 8/18/1888",aug
5482,1888.08.01.R,1888,Boat,USA,New York,,Sailing,,No injury to occupants. Shark beat away with oar,N,"The Ledger, 8/3/1888",aug
5483,1888.07.20.R,1888,Invalid,JAMAICA,,,Probabable drowning,M,Human remains recovered from a 10' to 12' shark caught in a turtle net,Y,"Otago Witness, 7/20/1888",jul
5484,1888.07.13.R,1888,Sea Disaster,INDIA,Gujarat,Cutch Coast,The Dwarka foundered,M,"FATAL, only 1 of her crew of 7 survived",Y,"Otago Witness, 7/13/1888",jul
5485,1888.07.04,1888,Invalid,CROATIA,Lukovo,,,,Human remains & clothing found in 7' shark,Y,"C. Moore, GSAF",jul
5486,1888.06.24,1888,Boat,AUSTRALIA,Victoria,Port Melbourne,Fishing,,"No injury to occupants, shark holed boat",N,"Taranaki Herald, 7/9/1888",jun
5487,1888.06.18.R,1888,Invalid,AUSTRALIA,Victoria,"Point Cook, Port Phillip Bay",The cutter yacht Cutty Sark sank,M,Probable drowning & scavenging,Y,"New York Times, 6/18/1888",jun
5489,1888.02.00,1888,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mzimvubu River mouth,Crossing the river mouth,M,FATAL,Y,"Cape Mercantile Advertiser, 2/15/1888, M. Levine, GSAF",feb
5490,1888.01.22,1888,Boat,AUSTRALIA,New South Wales,Sydney Harbor,Rowing,M,"Shark bit boat, but no injury to occupant who swam ashore",N,"Star, 1/23/1888",jan
5492,1887.12.22.R,1887,Unprovoked,HONDURAS,Cortés,Off Puerto Cortez (Caribbean coast),Fell oveboard from steamer Wanderer,M,FATAL,Y,"Union County Journal, 12/22/1887",dec
5493,1887.12.04,1887,Unprovoked,AUSTRALIA,New South Wales,"Ryde, Sydney (Estuary)",,M,FATAL,Y,"G.P. Whitley (1951), p.192",dec
5494,1887.10.18,1887,Unprovoked,USA,Florida,"Between Lake Worth & Biscayne Bay, near Hillsboro","Crossing inlet in a boat, seen fighting sharks with his oar, sharks smashed boat",M,FATAL,Y,"Evening Telegram, 11/5/1887",oct
5496,1887.09.22,1887,Unprovoked,ITALY,,Trieste,Swimming,M,Leg injured,N,"C. Moore, GSAF",sep
5497,1887.09.06,1887,Invalid,CROATIA, Primorje-Gorski Kotar County,Kraljevica,,,Shoes & human remains found in a shark,Y,"C. Moore, GSAF",sep
5498,1887.03.12,1887,Boat,AUSTRALIA,South Australia,Black Point,Rowing a dinghy,,No injury to occupants,N,"New York Times, 5/16/1887",mar
5499,1887.02.08.R,1887,Unprovoked,NEW ZEALAND,North Island,Kaipara,Swimming,M,FATAL,Y,"Bruce Herald, 2/8/1887",feb
5500,1887.02.08,1887,Provoked,SOUTH AFRICA,Western Cape Province,Blaauwberg,,,"Harpooned shark, bit boat, causing it to ship water. Boat reached shore in sinking condition PROVOKED INCIDENT",N,GSAF,feb
5501,1887.01.20,1887,Sea Disaster,BRAZIL,Alagoas,Maceió,The passenger ship Kapuna was run down the ore carrier Ada Melmore,M,FATAL,Y,"Brisbane Courier, 4/14/1887",jan
5502,1887.01.12,1887,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Mzimvubu River, 9.6 km from the sea",Swimming,M,"FATAL, flesh removed hip to knee, calf & heel bitten ",Y,"Cape Mercantile Advertiser, 1/25/1887, M. Levine, GSAF",jan
5506,1886.08.00.a,1886,Boat,USA,New Jersey,"Shrewsbury River, Highlands, Monmouth County",Clamming,M,"No injury. They were chased by three sharks, one of which rammed their boat",N,"R. Heyer citing the Red Bank Register, 9/1/1886",aug
5507,1886.06.17,1886,Unprovoked,AUSTRALIA,Queensland,Off Bribie Heads,Swimming after being washed overboard,M,FATAL,Y,"Brisbane Courier, 6/21/1886",jun
5508,1886.06.02,1886,Invalid,USA,Hawaii,"Hamakua Homakua, Hawai'i","Fishing from shore, washed into the sea",F,"The body of one woman had been bitten by a shark but it is not known if she was alive at the time, the other woman disappeared",Y,"G. H. Balazs & A. H. Kam; V.M. Coppleson (1958), p.259, J. Borg, p.68; L. Taylor (1993), pp.94-95",jun
5509,1886.05.06,1886,Unprovoked,NEW CALEDONIA,South Province,Noumea,Bathing,M,FATAL,Y,"Timaru Herald, 6/8/1886",may
