,eventid,iyear,imonth,iday,country,country_txt,city,summary,crit1,crit2,crit3,doubtterr,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,target1,natlty1,natlty1_txt,gname,motive,individual,nperps,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weapdetail,nkill,nkillter,nwound,nwoundte,nkil
167059,201609170002,2016,9,17,217,United States,New York City,"09/17/2016: An explosive device detonated in the Chelsea neighborhood of Manhattan, New York City, United States. At least 29 people were injured in the blast. Ahmad Khan Rahami claimed responsibility for this incident and three similar bombings that occurred between September 17 and September 18, 2016 in New York and New Jersey. Sources suspected that Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki in his journal.",1,1,1,0,1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Civilians,217,United States,Jihadi-inspired extremists,"The specific motive is unknown; however, sources suspected that Ahmad Khan Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki within his journal.",1,1,6,Explosives,12,Remote Trigger,A remote-controlled explosive device utilizing a flip phone as a triggering mechanism and containing ball bearings and BBs was used in the attack.,0.0,0,29,0,0
167060,201609170003,2016,9,17,217,United States,New York City,"09/17/2016: Security forces discovered and defused an explosive device in the Chelsea neighborhood of Manhattan, New York City, United States. The device was discovered several blocks away from an explosion that occurred earlier the same day. Ahmad Khan Rahami claimed responsibility for this incident and three similar bombings that occurred between September 17 and September 18, 2016 in New York and New Jersey. Sources suspected that Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki in his journal.",1,1,1,0,1,0,0,3,Bombing/Explosion,14,Private Citizens & Property,Civilians,217,United States,Jihadi-inspired extremists,"The specific motive is unknown; however, sources suspected that Ahmad Khan Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki within his journal.",1,1,6,Explosives,12,Remote Trigger,An explosives-laden pressure cooker utilizing a flip phone as a triggering mechanism and containing ball bearings and BBs was used in the attack.,0.0,0,0,0,0
167061,201609170004,2016,9,17,217,United States,St. Cloud,"09/17/2016: An assailant stabbed and injured 10 people at the Crossroads Center shopping mall in St. Cloud, Minnesota, United States. The assailant, identified as Dahir Ahmed Adan, was shot and killed by a police officer. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident; however, Adan's connection to ISIL could not be confirmed.",1,1,1,0,0,1,0,2,Armed Assault,1,Business,Shopping Mall,217,United States,Jihadi-inspired extremists,"The specific motive is unknown; however, James Comey, the director of the Federal Bureau of Investigation (FBI) stated that Dahir Ahmed Adan seemed to have been inspired by ""radical Islamic groups.""",1,1,9,Melee,23,Knife or Other Sharp Object,A knife was used in the attack.,1.0,1,10,0,1
167092,201609180001,2016,9,18,217,United States,Elizabeth,"09/18/2016: Security forces discovered and attempted to defuse five explosive devices near a train station in Elizabeth, New Jersey, United States. One device detonated but failed to cause any casualties. Ahmad Khan Rahami claimed responsibility for this incident and three similar bombings that occurred between September 17 and September 18, 2016 in New York and New Jersey. Sources suspected that Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki in his journal.",1,1,1,0,1,1,0,3,Bombing/Explosion,19,Transportation,Elizabeth Train Station,217,United States,Jihadi-inspired extremists,"The specific motive is unknown; however, sources suspected that Ahmad Khan Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki within his journal.",1,1,6,Explosives,12,Remote Trigger,Five pipe bombs utilizing a flip phone as a triggering mechanism and planted inside a backpack were used in the attack.,0.0,0,0,0,0
167404,201609240025,2016,9,24,217,United States,Kansas City,"09/24/2016: Assailants set fire to the Islamic Center of Northland in Kansas City, Missouri, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,Mosque,217,United States,Unknown,,0,-99,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,Two Molotov cocktails were used in the attack.,0.0,0,0,0,0
167706,201610030040,2016,10,3,217,United States,Lincoln,"10/03/2016: Assailants set fire to the Belmont Baptist Church in Belmont, Nebraska, United States. There were no reported casualties. This was one of two arson attacks targeting the church on this date. No group claimed responsibility for the incident.",1,1,1,0,1,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,Church,217,United States,Unknown,,0,-99,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
167722,201610030060,2016,10,3,217,United States,Lincoln,"10/03/2016: Assailants set fire to the Belmont Baptist Church in Lincoln, Nebraska, United States. There were no reported casualties in the incident. This was one of two arson attacks targeting the same church on this date. No group claimed responsibility for the incidents.",1,1,1,0,1,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,Church,217,United States,Unknown,,0,-99,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
167765,201610040058,2016,10,4,217,United States,Indianapolis,"10/04/2016: An assailant opened fire on the Indianapolis Metropolitan Police Department northwest district headquarters in Indianapolis, Indiana, United States. There were no reported casualties in the assault. Authorities arrested an anti-white extremist, identified as Damoine A. Wilcoxson, in connection with the attack. Sources indicated that a note left at the scene declared ""war on white people,"" and that Wilcoxson made statements online calling for ""social justice and retribution.""",1,1,1,0,0,1,0,2,Armed Assault,3,Police,Headquarters,217,United States,Anti-White extremists,"In a note left at the scene, Damoine A. Wilcoxson claimed responsibility for the incident and announced a ""war on white people.""",1,1,5,Firearms,2,Automatic or Semi-Automatic Rifle,A semiautomatic assault rifle was used in the attack.,0.0,0,0,0,0
167923,201610090043,2016,10,9,217,United States,Century,"10/09/2016: Assailants set fire to Wesley Chapel Church in Century, Florida, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,Church,217,United States,Unknown,,0,-99,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
168077,201610130052,2016,10,13,217,United States,Indianapolis,"10/13/2016: An assailant opened fire on the Indianapolis Metropolitan Police Department north district headquarters in Indianapolis, Indiana, United States. There were no reported casualties in the assault. Authorities arrested an anti-white extremist, identified as Damoine A. Wilcoxson, in connection with the attack. Sources indicated that a note left at the scene declared ""war on white people,"" and that Wilcoxson made statements online calling for ""social justice and retribution.""",1,1,1,0,0,1,0,2,Armed Assault,3,Police,Headquarter,217,United States,Anti-White extremists,"In a note left at the scene, Damoine A. Wilcoxson claimed responsibility for the incident and announced a ""war on white people.""",1,1,5,Firearms,2,Automatic or Semi-Automatic Rifle,A semiautomatic assault rifle was used in the attack.,0.0,0,0,0,0
168127,201610150013,2016,10,15,217,United States,Reasnor,"10/15/2016: Assailants set fire to construction equipment for the Dakota Access oil pipeline in Reasnor, Iowa, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,1,Business,Oil Pipeline Construction Equipment,217,United States,Unknown,"The specific motive is unknown; however, sources noted that there was opposition to the Dakota Access Pipeline.",0,-99,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
168164,201610160022,2016,10,16,217,United States,Hillsborough,"10/16/2016: Assailants threw a Molotov cocktail targeting a Republican Party (GOP) office in Hillsborough, North Carolina, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources noted that the assailants spray-painted ""Nazi Republicans leave town or else"" on the building.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Office,217,United States,Unknown,"The specific motive is unknown; however, sources noted that the assailants spray-painted ""Nazi Republicans leave town or else"" on the targeted office.",0,-99,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,A firebomb was used in the attack.,0.0,0,0,0,0
169061,201611080059,2016,11,8,217,United States,Buena Vista County,"11/08/2016: Assailant set fire to Dakota Access Pipeline equipment in Buena Vista County, Iowa, United States. There were no reported casualties in the attack. Two unaffiliated individuals, identified as Jessica Reznicek and Ruby Montoya, claimed responsibility for the incident.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,1,Business,Pipeline,217,United States,Unknown,"An unaffiliated individual, identified as Jessica Reznicek, claimed responsibility for the incident and stated ""We are speaking publicly to empower others to act boldly, with purity of heart, to dismantle the infrastructures which deny us our rights to water, land and liberty.""",1,2,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
169619,201611230062,2016,11,23,217,United States,Albuquerque,"11/23/2016: Assailants set fire to a Project Defending Life office in Albuquerque, New Mexico, United States. No casualties were reported in the attack. No group claimed responsibility for the incident.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,1,Business,Pro-Life Pregnancy Center,217,United States,Unknown,,0,-99,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
169683,201611250026,2016,11,25,217,United States,Tacoma,"11/25/2016: Assailants set fire to Our Savior Lutheran Church in Tacoma, Washington, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,Church,217,United States,Unknown,,0,-99,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
169776,201611280001,2016,11,28,217,United States,Columbus,"11/28/2016: An assailant rammed his vehicle into a group of students and stabbed bystanders at Ohio State University in Columbus, Ohio, United States. At least 11 people were injured before a nearby police officer shot and killed the assailant. The assailant, identified as Abdul Razak Ali Artan, wrote on his Facebook page prior to the attack, ""If you want us Muslims to stop carrying lone wolf attacks, then make peace with the Islamic State group."" The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Artan's connection to ISIL could not be confirmed.",1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,Students,217,United States,Jihadi-inspired extremists,"An unaffiliated individual, identified as Abdul Razak Ali Artan, claimed responsibility for the incident and wrote on his Facebook page prior to the attack, ""If you want us Muslims to stop carrying lone wolf attacks, then make peace with the Islamic State group."" Sources also noted that Artan indicated that he felt uncomfortable when praying at Ohio State University.",1,1,9,Melee,23,Knife or Other Sharp Object,A knife and a vehicle were used in the attack.,1.0,1,11,0,1
170054,201612040047,2016,12,4,217,United States,Washington,"12/04/2016: An assailant opened fire inside Comet Ping Pong restaurant in Washington, District of Columbia, United States. There were no reported casualties, and the assailant was arrested at the scene. The assailant, identified as Edgar M. Welch, stated that he targeted Comet Ping Pong because he suspected that the human trafficking of children was occurring at the restaurant.",1,1,1,0,0,0,0,2,Armed Assault,1,Business,Restaurant,217,United States,Unknown,"An unaffiliated individual, identified as Edgar M. Welch, claimed responsibility for the incident and stated that he targeted Comet Ping Pong restaurant because he wanted to look into an inaccurate Internet article, which stated that human trafficking of children was occurring at the restaurant.",1,1,5,Firearms,2,Automatic or Semi-Automatic Rifle,An AR-15 assault rifle and a Colt .38-caliber revolver were used in the attack.,0.0,0,0,0,0
170163,201612080038,2016,12,7,217,United States,Redlands,"12/07/2016: Assailants set fire to First Baptist Church in Redlands, California, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,Church,217,United States,Unknown,,0,-99,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
170339,201612150044,2016,12,15,217,United States,Dallas,"12/15/2016: An assailant sent a message via Twitter to Kurt Eichenwald, a Newsweek journalist, in Dallas, Texas, United States. The message contained the text ""You deserve a seizure for your posts"" and a GIF image of a strobe. Eichenwald, who has epilepsy, suffered a seizure and was incapacitated for several days. No group claimed responsibility for the incident; however, authorities arrested John Rayne Rivello in connection with the attack.",1,1,1,0,0,0,0,1,Assassination,10,Journalists & Media,Journalist: Kurt Eichenwald,217,United States,Anti-Semitic extremists,"The specific motive is unknown; however, sources noted that John Rayne Rivello was prejudice against members of the Jewish community. Sources also suspected that Kurt Eichenwald may have been targeted for his critical comments of President Trump.",1,1,12,Other,,,A strobe light GIF sent via Twitter was used in the attack.,0.0,0,1,0,0
170846,201701020076,2017,1,2,217,United States,Chicago,"01/02/2017: Four assailants tied up and tortured a mentally disabled person at a residence in the west side of Chicago, Illinois, United States. The victim was released after four hours. The attack was streamed on Facebook and the assailants shouted anti-Trump and anti-white profanities. Jordan Hill, Brittany Covington, Tesfaye Cooper, and Tanisha Covington were arrested on hate crime charges in connection with the incident.",1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Civilian,217,United States,Anti-White extremists,"The specific motive is unknown; however, sources noted that the assailants made anti-white and anti-Trump statements during the attack.",1,4,9,Melee,23,Knife or Other Sharp Object,,0.0,0,1,0,0
170951,201701060022,2017,1,6,217,United States,Fort Lauderdale,"01/06/2017: An assailant opened fire at Fort Lauderdale-Hollywood International Airport in Fort Lauderdale, Florida, United States. At least five people were killed and six other people were injured in the assault. Esteban Santiago admitted that he had discussed his plans for the attack in various jihadi online chat rooms. Moreover, Santiago stated that the Central Intelligence Agency (CIA) was forcing him to view Islamic State of Iraq and the Levant (ISIL) videos.",1,1,1,1,0,1,0,2,Armed Assault,6,Airports & Aircraft,Airport,217,United States,Jihadi-inspired extremists,"An unaffiliated individual, identified as Esteban Santiago, admitted that he had discussed his plans for the attack in various jihadi online chat rooms. Moreover, Santiago stated that the Central Intelligence Agency (CIA) was forcing him to view Islamic State of Iraq and the Levant (ISIL) videos.",1,1,5,Firearms,3,Handgun,A 9-mm pistol was used in the attack.,5.0,0,6,0,5
170978,201701070015,2017,1,7,217,United States,Hudson Bend,"01/07/2017: Assailants set fire to the Islamic Center of Lake Travis in Hudson Bend, Texas, United States. There were no reported casualties in the attack. No group claimed responsibility; however, sources suspected that the incident was carried out by anti-Muslim extremists.",1,1,1,1,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,Mosque,217,United States,Anti-Muslim extremists,,0,-99,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
170984,201701070022,2017,1,7,217,United States,Fort Worth,"01/07/2017: Assailants set fire to St. Stephen Presbyterian Church on MacPherson Avenue in Fort Worth, Texas, United States. There were no reported casualties in the attack. No group claimed responsibility; however, officials arrested Jonathan Jimenez in connection with the incident.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,Church,217,United States,Unknown,,1,-99,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
171158,201701140040,2017,1,14,217,United States,Bellevue,"01/14/2017: An assailant set fire to Bellevue mosque in Bellevue, Washington, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, authorities arrested Isaac Wayne Wilson in connection with the attack.",0,1,1,1,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,Mosque,217,United States,Anti-Muslim extremists,"The specific motive is unknown; however, sources suspected that the attack may have been Islamophobic.",1,1,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
171350,201701200055,2017,1,20,217,United States,Kansas City,"01/20/2017: Assailants threatened a gay civilian with a gun and punched him outside his home in Kansas City, Missouri, United States. The civilian, identified as Gyo, was injured in the assault. The assailants also spray-painted homophobic slurs on the victim's vehicle during the incident.",1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,LGBTQ Civilian: Gyo,217,United States,Anti-LGBT extremists,Anti-LGBT extremists claimed responsibility for the incident and spray-painted homophobic slurs on the victim's vehicle.,0,2,5,Firearms,5,Unknown Gun Type,,0.0,0,1,0,0
171541,201701280038,2017,1,28,217,United States,Victoria,"01/28/2017: An assailant set fire to the Islamic Center of Victoria in Victoria, Texas, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to an anti-Muslim extremist, identified as Marq Vincent Perez, who targeted the mosque because he thought ""its worshipers were terrorists.""",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,Mosque,217,United States,Anti-Muslim extremists,"The specific motive is unknown; however, sources noted that Marq Vincent Perez targeted the mosque because he thought ""its worshipers were terrorists.""",1,1,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
171667,201701310059,2017,1,31,217,United States,Denver,"01/31/2017: An assailant shot and killed Scott Von Lanken, a transit security guard, near Union Station in Denver, Colorado, United States. Joshua Cummings, a Muslim extremist, claimed responsibility for the incident and stated that he carried out the attack ""for the pleasure of Allah."" Cummings pledged allegiance to the Islamic State of Iraq and the Levant (ISIL) after his arrest, but he claimed that the attack was not in the name of ISIL.",1,1,1,0,0,1,0,2,Armed Assault,3,Police,Security Guard: Scott Von Lanken,217,United States,Jihadi-inspired extremists,"An unaffiliated individual, identified as Joshua Andrew Cummings, claimed responsibility for the incident and stated ""On the night in question, what I did do, I didn't do that for the Islamic State. I did that purely and solely for the pleasure of Allah."" Sources also noted that Cummings had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",1,1,5,Firearms,3,Handgun,A handgun was used in the attack.,1.0,0,0,0,1
171830,201702060025,2017,2,6,217,United States,Manchester,"02/06/2017: Assailants robbed and set fire to the Rodriguez Market and Restaurant in Notre Dame neighborhood, Manchester, New Hampshire, United States. There were no reported casualties in the attack. In a note left at the scene, the assailants spray-painted ""KKK"" (Ku Klux Klan) on the targeted business.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,1,Business,Store,217,United States,Ku Klux Klan,"In a note left at the scene, assailants spray-painted ""KKK"" on the targeted business.",0,-99,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
171955,201702100037,2017,2,9,217,United States,Jackson,"02/09/2017: Assailants attempted to set fire to the house of Stanley Wesley, the leader of the Respect Our Black Dollars activist group, in Jackson, Mississippi, United States. There were no reported casualties, but the residence was damaged in the attack. In a note and graffiti left at the scene, the assailants identified themselves as members of the Ku Klux Klan.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Residence of Leader: Stanley Wesley,217,United States,Ku Klux Klan,"In a note left at the scene, assailants identified themselves as members of the Ku Klux Klan and stated, ""You Took my Flag, Pay Back.""",0,-99,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
172313,201702220017,2017,2,22,217,United States,Olathe,"02/22/2017: An assailant opened fire on two Indian civilians at a bar in Olathe, Kansas, United States. Srinivas Kuchibhotla was killed and Alok Madasani was injured in the attack. In addition, Ian Grillot, a United States citizen, was shot and injured when he tried to intervene. Adam W. Purinton, a white extremist, claimed responsibility for the incident and stated that he had killed ""two Middle Eastern persons."" Moreover, prior to the attack Purinton screamed ""get out of my country"" at the victims.",1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,"Indian Civilians: Srinivas Kuchibhotla, Alok Madasani,",92,India,White extremists,"An unaffiliated individual, identified as Adam W. Purinton, claimed responsibility for the incident and stated that he had killed ""two Middle Eastern persons."" Moreover, prior to the attack Purinton screamed ""get out of my country"" to the victims.",1,1,5,Firearms,3,Handgun,A handgun was used in the attack.,1.0,0,2,0,1
172383,201702240020,2017,2,24,217,United States,Thonotosassa,"02/24/2017: Assailants set fire to the Daarus Salaam Mosque in Thonotosassa, Florida, United States. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the incident to anti-Muslim extremists.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,Mosque,217,United States,Anti-Muslim extremists,,0,-99,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
172519,201702280022,2017,2,28,217,United States,Charlotte Amalie,"02/28/2017: An assailant threw firebombs at the Ron de Lugo Federal Building in Charlotte Amalie, Saint Thomas, United States Virgin Islands. There were no reported casualties. This was one of three coordinated attacks on this date. No group claimed responsibility for the incidents; however, sources identified the assailant as Spencer Wayne Allen, an unaffiliated individual.",1,1,1,1,1,1,0,7,Facility/Infrastructure Attack,2,Government (General),Ron de Lugo Federal Building,225,Virgin Islands (U.S.),Unknown,,1,1,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,Firebombs were used in the attack.,0.0,0,0,0,0
172520,201702280023,2017,2,28,217,United States,Charlotte Amalie,"02/28/2017: An assailant threw firebombs at the United States Coast Guard building in Charlotte Amalie, Saint Thomas, United States Virgin Islands. There were no reported casualties. This was one of three coordinated attacks on this date. No group claimed responsibility for the incidents; however, sources identified the assailant as Spencer Wayne Allen, an unaffiliated individual.",1,1,0,1,1,1,0,7,Facility/Infrastructure Attack,4,Military,Building,225,Virgin Islands (U.S.),Unknown,,1,1,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,Firebombs were used in the attack.,0.0,0,0,0,0
172521,201702280024,2017,2,28,217,United States,Charlotte Amalie West,"02/28/2017: An assailant threw firebombs at a United States Armed Forces recruiting office in Charlotte Amalie, Saint Thomas, United States Virgin Islands. There were no reported casualties. This was one of three coordinated attacks on this date. No group claimed responsibility for the incidents; however, sources identified the assailant as Spencer Wayne Allen, an unaffiliated individual.",1,1,1,1,1,1,0,7,Facility/Infrastructure Attack,4,Military,Recruiting Office,225,Virgin Islands (U.S.),Unknown,,1,1,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,Firebombs were used in the attack.,0.0,0,0,0,0
172627,201703030012,2017,3,3,217,United States,Kent,"03/03/2017: An assailant in a mask shouted ""Go back to your country"" and opened fire on a Sikh civilian outside his home in Kent, Washington, United States. The civilian was injured in the incident. No group claimed responsibility for the attack.",1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,Sikh Civilian: Deep Rai,217,United States,Unknown,"The specific motive is unknown; however, sources noted that the assailants yelled, ""Go back to your own country"" during the attack.",0,1,5,Firearms,5,Unknown Gun Type,,0.0,0,1,0,0
172852,201703100045,2017,3,10,217,United States,Port St. Lucie,"03/10/2017: An assailant set fire to an Indian-owned convenience store in Port St. Lucie, Florida, United States. There were no reported casualties, though the store was damaged in the attack. Richard Lloyd was arrested and confessed to carrying out the attack. Lloyd stated that he believed the store was owned by Muslims and that he wanted to ""run the Arabs out of our country.""",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,1,Business,Store,217,United States,Anti-Arab extremists,"An unaffiliated individual, identified as Richard Leslie Lloyd, claimed responsibility for the incident and stated that he wanted to ""run the Arabs out of our country.""",1,1,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
173161,201703200041,2017,3,20,217,United States,New York City,"03/20/2017: An assailant stabbed Timothy Caughman with a sword in Chelsea neighborhood, New York City, United States. Caughman, an African-American civilian, was killed in the attack. James Harris Jackson, a white extremist, claimed responsibility for the incident and stated that he targeted Caughman in order to persuade white women against interracial relationships.",1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,African American Civilian: Timothy Caughman,217,United States,White extremists,"James Harris Jackson, a white extremist, claimed responsibility for the incident and stated that he targeted Caughman in order to persuade white women against interracial relationships.",1,1,9,Melee,23,Knife or Other Sharp Object,A sword with an 18-inch blade was used in the attack.,1.0,0,0,0,1
173231,201703220053,2017,3,22,217,United States,Nome,"03/22/2017: Assailants set fire to Zion Lutheran Church in Nome, North Dakota, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources noted that the church was recently purchased by a white supremacist, identified as Craig Cobb.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Residence of Civilian: Craig Cobb,217,United States,Unknown,"The specific motive is unknown; however, sources noted that the church was recently purchased by a white supremacist.",0,-99,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
173663,201704060031,2017,4,6,217,United States,Charlotte,"04/06/2017: An assailant set fire to a Bhutanese-owned business on Albemarle Road in Charlotte, North Carolina, United States. There were no reported casualties in the attack. Curtis Flournoy claimed responsibility in a note left at the scene and stated that he was opposed to businesses owned by refugees and immigrants. The note was signed ""White America.""",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Business of Bhutanese Refugees,217,United States,Unknown,"An unaffiliated individual, identified as Curtis Flournoy, claimed responsibility for the incident in a note left at the scene and stated that he was opposed to businesses owned by refugees and immigrants. The note was signed ""White America.""",1,1,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
173876,201704130023,2017,4,13,217,United States,Fresno,"04/13/2017: An assailant shot and killed Carl Williams, a security guard, at a Motel 6 in Fresno, California, United States. Kori Ali Muhammad, an anti-white extremist, claimed responsibility for the incident and stated that he targeted the victim because Williams had disrespected him. Sources also noted that Muhammad had a history of anti-white and anti-government social media posts.",1,1,1,1,0,1,0,2,Armed Assault,1,Business,Hotel Security Guard: Carl Williams,217,United States,Anti-White extremists,"An anti-white extremist, identified as Kori Ali Muhammad, claimed responsibility for the incident and stated that he targeted Carl Williams because he felt disrespected by him.",1,1,5,Firearms,5,Unknown Gun Type,,1.0,0,0,0,1
174008,201704180060,2017,4,18,217,United States,Fresno,"04/18/2017: An assailant opened fire on civilians in Fresno, California, United States. The assailant first fired on a Pacific Gas and Electric (PG&E) energy truck, killing Zackary David Randalls. He then fired on another vehicle but stopped after realizing the passengers were Hispanic and instead shot Mark James Gassett. Finally, the assailant fired on David Martin Jackson at a nearby bus stop. Three people were killed in the one-minute shooting spree before the assailant surrendered to police. Kori Ali Muhammad, an anti-white extremist, claimed responsibility for the attack and stated that he targeted the victims because he wanted to kill ""as many white males as possible."" Sources also noted that Muhammad had a history of anti-white and anti-government social media posts.",1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,"White Male Civilians: Zackary David Randalls, Mark James Gassett, David Martin Jackson",217,United States,Anti-White extremists,"An anti-white extremist, identified as Kori Ali Muhammad, claimed responsibility for the incident and stated that he targeted the victims because he wanted to kill ""as many white males as possible,"" who he believed ""were responsible for keeping the black people down.""",1,1,5,Firearms,5,Unknown Gun Type,,3.0,0,0,0,3
174220,201704240032,2017,4,24,217,United States,Vacaville,"04/24/2017: Assailants set fire to a vehicle in Vacaville, California, United States. There were no reported casualties, but the vehicle was damaged in the attack. In a note left at the scene, the assailants spray-painted ""KKK"" (Ku Klux Klan) on the targeted vehicle.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Vehicle,217,United States,Ku Klux Klan,"In a note left at the scene, assailants spray-painted ""KKK"" on the targeted vehicle.",0,-99,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
174290,201704270028,2017,4,27,217,United States,Fairfield,"04/27/2017: An assailant threw a firebomb into an apartment in Fairfield, California, United States. There were no reported casualties in the incident. This was one of three related firebomb attacks overnight. Matthew Scott Jones was arrested and confessed to carrying out the attacks in order to ""make a statement."" Sources also noted that, prior to the attack, Jones allegedly had shouted racial slurs at the building's residents, who were African American.",1,0,1,1,1,1,0,2,Armed Assault,14,Private Citizens & Property,Apartment,217,United States,Unknown,"An unaffiliated individual, identified as Matthew Scott Jones, claimed responsibility for the incident and stated that he carried out the attack in order to ""make a statement."" Sources also noted that prior to the attack, Jones allegedly shouted racial slurs at the building's residents, who were African American.",1,1,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,A firebomb composed of two propane cylinders and a gallon container of gas was used in the attack.,0.0,0,0,0,0
