,Year,Date,Type,Injury,Fatal (Y/N)
4811,1930,11-Jul-30,Unprovoked,Arm lacerated from shoulder to wrist,N
4812,1930,04-Jun-30,Unprovoked,FATAL,Y
4813,1930,27-May-30,Unprovoked,Lacerations to arm,N
4814,1930,Reported 11-May-1930,Boating,No injury but shark damaged boat,N
4815,1930,11-May-30,Invalid,Shark involvement prior to death was not confirmed,Y
4816,1930,08-Apr-30,Invalid,Remains of drowning victim recovered from shark,Y
4817,1930,Reported 07-Mar-1930,Unprovoked,No injury to diver but shark left 3 toothmarks in his helmet,N
4818,1930,20-Feb-30,Unprovoked,Arm & chest injured,N
4819,1930,15-Feb-30,Unprovoked,FATAL,Y
4820,1930,Reported 03-Feb-1930,Provoked,Laceration to thigh from trapped shark PROVOKED INCIDENT,N
4821,1930,22-Jan-30,Boating,remains of one of the crew found in shark,Y
4822,1930,16-Jan-30,Unprovoked,Torso & arm bitten,N
4823,1930,Jan-30,Sea Disaster,Five men were said to have been killed by sharks ,Y
4824,1930,1930,Unprovoked,Survived,N
4825,1930,1930,Unprovoked,FATAL,Y
4826,1929,26-Dec-29,Unprovoked,"FATAL, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions  ",Y
4827,1929,21-Dec-29,Unprovoked,Recovered at Thursday Island Hospital,N
4828,1929,16-Dec-29,Unprovoked,Superficial lacerations on right leg,N
4829,1929,13-Dec-29,Unprovoked,Injuries to chest & arm,N
4830,1929,Reported 03-Dec-1929,Unprovoked,FATAL,Y
4831,1929,29-Nov-29,Sea Disaster,"11 of her crew perished, most, possibly all, deaths were due to drowning",Y
4832,1929,21-Nov-29,Unprovoked,"Shark attacked his boat, threatening to capsize it. He jumped overboard & shark bit his arm. He knifed & killed shark. Later his arm was surgically amputated",N
4833,1929,20-Oct-29,Unprovoked,Heel injured,N
4834,1929,02-Oct-29,Unprovoked,Arm injured when sharks rammed his boat,N
4835,1929,01-Sep-29,Unprovoked,"FATAL, severe injuries to both legs ",Y
4836,1929,05-Aug-29,Unprovoked,Left foot & ankle bitten,N
4837,1929,29-Jul-29,Unprovoked,Right leg severed below knee,N
4838,1929,Reported 17-Jul-1929,Invalid,Body of woman recovered from shark,Y
4839,1929,23-Jun-29,Provoked,Leg bitten by hooked shark PROVOKED INCIDENT,N
4840,1929,31-May-29,Unprovoked,"Injuries to both legs, buttocks, back, lower abdomen & chest",N
4841,1929,Reported 26-Apr-1929,Unprovoked,Thigh bitten,N
4842,1929,Reported 17-Apr-1929,Unprovoked,Lacerations to right wrist,N
4843,1929,11-Apr-29,Provoked,Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,N
4844,1929,09-Apr-29,Unprovoked,FATAL,Y
4845,1929,04-Apr-29,Unprovoked,FATAL,Y
4846,1929,16-Mar-29,Unprovoked,Right sole & toes lacerated,N
4847,1929,12-Mar-29,Unprovoked,FATAL,Y
4848,1929,04-Mar-29,Unprovoked,Foot bitten,N
4849,1929,04-Mar-29,Unprovoked,Legs bitten,N
4850,1929,18-Feb-29,Unprovoked,"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis",Y
4851,1929,09-Feb-29,Boating,"No injury, shark pushed canoe from jetty to a point 100 m away",N
4852,1929,08-Feb-29,Unprovoked,"FATAL, right thigh bitten, femoral artery severed",Y
4853,1929,27-Jan-29,Unprovoked,"FATAL, right buttock lacerated, left arm severed above elbow,  right forearm severed by shark, both arms surgically amputated",Y
4854,1929,14-Jan-29,Unprovoked,"One was bitten on the leg, the other on the arm",N
4855,1929,12-Jan-29,Unprovoked,"FATAL, right thigh & hip bitten",Y
4856,1929,06-Jan-29,Boating,FATAL,Y
4857,1929,05-Jan-29,Unprovoked,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Y
4858,1929,Reported 1929,Invalid,"Later found to be fixtion, never happened",N
4859,1929,Ca. 1929,Provoked,Bitten below the knee,N
4860,1929,1929,Provoked,Thigh lacerated by hooked shark PROVOKED INCIDENT,N
4861,1929,1929,Unprovoked,Hand lacerated,N
4862,1929,1929,Unprovoked,"Put hand through hatch, shark nearly bit off thumb",N
4863,1928,21-Dec-28,Unprovoked,Injuries to arm ,N
4864,1928,18-Nov-28,Provoked,"Fishermen were cut & bruised by netted, harpooned and gaffed  sharks PROVOKED INCIDENT",N
4865,1928,Reported 15-Nov-1928,Boating,"No injury to occupants, shark bit keel",N
4866,1928,12-Nov-28,Sea Disaster,FATAL,Y
4867,1928,04-Nov-28,Unprovoked,"FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee",Y
4868,1928,Sep-28,Unprovoked,Knee bitten,N
4869,1928,Reported 24-Aug-1928,Invalid,Thumb & coat sleeve recovered from shark's gut,UNKNOWN
4870,1928,11-Jul-28,Unprovoked,Injuries to chest,N
4871,1928,Late Jul-1928,Provoked,"No injury, shark approached the boat, he hit it with and oar and fell into the sea PROVOKED INCIDENT",N
4872,1928,Reported 24-Jun-1928,Unprovoked,Bitten on leg,N
4873,1928,27-May-28,Invalid,No details,UNKNOWN
4874,1928,Reported 14-Apr-1928,Unprovoked,Severe lacerations to arm,N
4875,1928,14-Apr-28,Unprovoked,Tissue of left leg stripped from knee to ankle ,N
4876,1928,09-Apr-28,Unprovoked,FATAL,Y
4877,1928,06-Apr-28,Unprovoked,Lacerations to right leg ,N
4878,1928,04-Apr-28,Unprovoked,"FATAL, right hand severed, large lacerations on thigh",Y
4879,1928,Reported 28-Mar-1928,Unprovoked,Hip bitten,N
4880,1928,20-Feb-28,Unprovoked,FATAL,Y
4881,1928,Feb-28,Unprovoked,Right leg severely lacerated. Surgically amputated,N
4882,1928,Feb-28,Unprovoked,Right leg & hand severely lacerated,N
4883,1928,27-Jan-28,Unprovoked,FATAL,Y
4884,1928,21-Jan-28,Invalid,Body not recovered ,Y
4885,1928,Some time between 08-Jan-1928 & 21-Jan-1928,Invalid,"FATAL, presumed taken by shark/s",Y
4886,1928,02-Jan-28,Unprovoked,Leg lacerated,N
4887,1928,Jan-28,Unprovoked,Foot bitten,N
4888,1928,1928,Unprovoked,"Tissue of right thigh removed to the bone, both thumbs & some fingers severed ",N
4889,1927,28-Dec-27,Unprovoked,"FATAL, leg bitten  ",Y
4890,1927,03-Nov-27,Sea Disaster,40 people perished,Y
4891,1927,25-Oct-27,Sea Disaster,"Of 1256 on board, 295 perished, some were taken by sharks",Y
4892,1927,12-Oct-27,Unprovoked,No injury to man or horse,N
4893,1927,Oct-27,Unprovoked,Leg bitten. He survived,N
4894,1927,03-Jul-27,Boating,"No injury to occupants, boat was bumped & lifted 2' out of the water by the shark",N
4895,1927,29-May-27,Sea Disaster," 55  perished, some were  taken by sharks",Y
4896,1927,Reported 09-May 1927,Unprovoked,FATAL,Y
4897,1927,20-Apr-27,Unprovoked,Extensive injuries to left leg,N
4898,1927,08-Apr-27,Unprovoked,Leg injured,N
4899,1927,11-Mar-27,Unprovoked,"Right buttock & thigh bitten, thumb removed",N
4900,1927,14-Feb-27,Provoked,"Sharkss jaws snapped shut, lacerating his right hand PROVOKED INCIDENT",N
4901,1927,09-Feb-27,Unprovoked,"No injury, but trouser leg shredded by shark",N
4902,1927,Feb-27,Provoked,Severely bitten by shark caught 30 minutes earlier  PROVOKED INCIDENT,N
4903,1927,20-Jan-27,Unprovoked,Both thighs  lacerated,N
4904,1927,Reported 08-Jan-1927,Unprovoked,Lost hand,N
4905,1927,03-Jan-27,Unprovoked,"FATAL, leg bitten from thigh to ankle",Y
4906,1927,1927,Unprovoked,"FATAL, shoulder bitten ",Y
4907,1927,1927,Unprovoked,Shoulder bitten,N
4908,1926,Reported 02-Dec-1926,Unprovoked,FATAL,Y
4909,1926,17-Nov-26,Unprovoked,Arm injured,N
4910,1926,Reported 29-Oct-1926,Unprovoked,"FATAL, abdomen bitten",Y
4911,1926,23-Oct-26,Unprovoked,"3"" laceration to leg",N
4912,1926,23-Oct-26,Sea Disaster,"Of 104 people in the water, only 20 survived. 84 people were lost, many to sharks. Sharks 2 pulled crew off life rafts",N
4913,1926,Reported 06-Sep-1926,Unprovoked,FATAL,Y
4914,1926,24-Aug-26,Unprovoked,FATAL,Y
4915,1926,23-Jul-26,Unprovoked,"FATAL, body was not recovered",Y
4916,1926,12-Jul-26,Boating,No injury to occupants,N
4917,1926,08-Jul-26,Unprovoked,Leg & hand lacerated and dog bitten,N
4918,1926,03-Jul-26,Invalid,No injury,N
4919,1926,18-May-26,Unprovoked,"FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka",Y
4920,1926,22-Apr-26,Unprovoked,When taken back on board 2 hours later both legs were bleeding from shark bites,N
4921,1926,07-Apr-26,Unprovoked,Right leg bitten thigh to heel,N
4922,1926,17-Mar-26,Unprovoked,FATAL,Y
4923,1926,26-Jan-26,Unprovoked,Thigh lacerated,N
4924,1926,Jan-26,Unprovoked,Leg lacerated,N
4925,1926,Summer of 1926,Unprovoked,FATAL,Y
4926,1926,1926,Provoked,"Struck on head by sharks tail, knocked unconscious & deep gash in head PROVOKED INCIDENT",N
4927,1926,1926,Unprovoked,"FATAL, femoral artery severed ",Y
4928,1926,1926,Unprovoked,No details,UNKNOWN
4929,1925,22-Nov-25,Unprovoked,"FATAL, thigh  & torso bitten, then shark charged rescue boat ",Y
4930,1925,Nov-25,Unprovoked,Laceration across abdomen,N
4931,1925,Nov-25,Unprovoked,Both calves lacerated,N
4932,1925,04-Sep-25,Provoked,Right hand bitten by hooked shark PROVOKED INCIDENT,N
4933,1925,03-Sep-25,Unprovoked,No injury but shark lifted boat out of the water,N
4934,1925,02-Aug-25,Unprovoked,"Multiple lacerations on both thighs, right buttock and hip",N
4935,1925,15-Jun-25,Invalid,Human arm found in shark,UNKNOWN
4936,1925,May-25,Unprovoked,"Right arm nearly severed at shoulder, left wrist lacerated",N
4937,1925,07-Mar-1925 or 27-Mar-1925,Unprovoked,"Left thigh bitten, leg surgically amputated ",N
4938,1925,12-Mar-25,Unprovoked,"FATAL, right forearm severed, lacerations from buttocks to heel L",Y
4939,1925,10-Mar-25,Unprovoked,FATAL,Y
4940,1925,Reported 27-Jan-1925,Unprovoked,Lacerations to arm,N
4941,1925,08-Jan-25,Unprovoked,"Injuries, if any, unknown, but afterwards diver stunned shark with iron bar",N
4942,1925,1925,Unprovoked,"Both arms bitten, surgically amputated",N
4943,1924,25-Nov-24,Unprovoked,FATAL,Y
4944,1924,24-Nov-24,Unprovoked,Knee bitten,N
4945,1924,21-Nov-24,Unprovoked,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Y
4946,1924,Reported 31-Oct-1924,Provoked,Abrasions PROVOKED ATTACK,N
4947,1924,18-Oct-24,Unprovoked,Leg bitten,N
4948,1924,31-Jul-24,Unprovoked,Left knee & leg bitten. (Tooth fragment recovered from kneecap),N
4949,1924,14-Jul-24,Provoked,Arms broken by hooked shark PROVOKED INCIDENT,N
4950,1924,04-Jul-24,Boating,"No injury, shark tore hole in the side of the boat",N
4951,1924,18-Jun-24,Provoked,Netted shark made a5-inch incision above the knee PROVOKED INCIDENT,N
4952,1924,25-Apr-24,Unprovoked,"FATAL, partial remains recovered ",Y
4953,1924,22-Apr-24,Unprovoked,"Reported to have had ""2 fights with sharks"" before being rescued by the British freighter Dorsetafter 23 hours in the water",N
4954,1924,20-Apr-24,Invalid,Abrasions,N
4955,1924,Reported 28-Mar-1924,Unprovoked,"Left arm severed, leg bitten",N
4956,1924,24-Mar-24,Boating,"No injury to occupants, shark bit boat",N
4957,1924,13-Feb-24,Unprovoked,"Legs severely bitten, surgically amputated",N
4958,1924,08-Feb-24,Invalid,Probable drowning & scavenging,UNKNOWN
4959,1924,29-Jan-24,Unprovoked,FATAL,Y
4960,1924,25-Jan-24,Unprovoked,Foot lacerated,N
4961,1924,09-Jan-24,Unprovoked,"FATAL, right thigh severely bitten, left arm lacerated ",Y
4962,1923,12-Dec-23,Unprovoked,Lacerations to leg,N
4963,1923,02-Dec-23,Unprovoked,"FATAL, disappeared, thought to have been taken by a shark ",Y
4964,1923,23-Nov-23,Unprovoked,"FATAL, disappeared, partial remains of Selim was found, there was no trace of Dea Opre",Y
4965,1923,02-Nov-23,Invalid,FATAL,Y
4966,1923,20-Oct-23,Invalid,"He failed to return, his body was recovered 11/9/1922; chest & abdomen had been bitten by shark/s",Y
4967,1923,17-Oct-23,Boating,"No injury to occupants, shark bit boat",N
4968,1923,16-Oct-23,Unprovoked,"Arm severed, but survived",N
4969,1923,08-Aug-23,Unprovoked,Puncture wounds to left leg,N
4970,1923,Reported 02-Jul-1923,Unprovoked,non-fatal,N
4971,1923,16-Jun-23,Boating,"FATAL, taken by shark. Two other men drowned,  only 1 man survived",Y
4972,1923,06-Jun-23,Boating,"No injury to occupants, shark rammed boat",N
4973,1923,Reported 23-May-1923,Unprovoked,Minor puncture wounds to foot,N
4974,1923,22-May-23,Unprovoked,FATAL,Y
4975,1923,18-Mar-23,Unprovoked,Lacerations to right thigh and knee,N
4976,1923,Feb-23,Unprovoked,"Right calf, right side of abdomen & left wrist & hand bitten",N
4977,1923,27-Jan-23,Invalid,Death may have been due to drowning,UNKNOWN
4978,1923,27-Jan-23,Unprovoked,"FATAL, back of thigh bitten ",Y
4979,1923,14-Jan-23,Invalid,"Although this incident is listed elsewhere as a shark attack, the account of the disaster suggests the 4 who perished probably drowned. Five people survived",Y
4980,1923,1923,Boating,No injury to occupant Shark struck boat,N
4981,1923,1923-1924,Unprovoked,"FATAL, abdomen severely bitten. Airplane summoned from Corregidor & injured man was lashed to wing, but he died  ",Y
4982,1923,1923,Provoked,Shark's tail broke his leg. PROVOKED INCIDENT,N
4983,1922,1923,Provoked,Shark's tail broke his leg. PROVOKED INCIDENT,N
4984,1922,14-Dec-22,Unprovoked,"FATAL, hip & thigh bitten with  tissue removed, including bone ",Y
4985,1922,05-Dec-22,Unprovoked,"FATAL, severe injuries to torso  ",Y
4986,1922,29-Sep-22,Unprovoked,FATAL,Y
4987,1922,29-Oct-22,Invalid,"FATAL, but shark involvement prior to death unconfirmed",UNKNOWN
4988,1922,28-Sep-22,Unprovoked,Survived,N
4989,1922,Reported 26-Sep-1922,Unprovoked,FATAL,Y
4990,1922,Reported 21-Sep-1922,Boating,"No injury to occupants, shark splintered stern",N
4991,1922,19-Jul-22,Unprovoked,Leg bitten,N
4992,1922,17-Jun-22,Unprovoked,"FATAL, thigh bitten",Y
4993,1922,24-May-22,Unprovoked,"FATAL, arm severed, thigh severely bitten  ",Y
4994,1922,06-May-22,Unprovoked,Abdomen & thigh bitten,N
4995,1922,26-Apr-22,Unprovoked,FATAL,Y
4996,1922,20-Mar-22,Unprovoked,Survived,N
4997,1922,13-Mar-22,Unprovoked,"FATAL, right leg severed at thigh ",Y
4998,1922,02-Mar-22,Unprovoked,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene",Y
4999,1922,Reported 02-Feb-1922,Invalid,"Disappeared whiile swimming alone, body parts recovered, but shark involvement prior to death unconfirmed",Y
5000,1922,04-Feb-22,Unprovoked,"FATAL, both arms & shoulder bitten",Y
5001,1922,Reported 28-Jan-1922,Unprovoked,FATAL,Y
5002,1922,15-Jan-22,Unprovoked,FATAL,Y
5003,1922,13-Jan-22,Unprovoked,Small laceration on left thigh & swim costume torn,N
5004,1922,04-Jan-22,Unprovoked,"FATAL, disappeared, then his shark-bitten remains washed ashore ",Y
5005,1921,11-Dec-21,Unprovoked,Survived,N
5006,1921,27-Nov-21,Unprovoked,"FATAL, disappeared, body not recovered",Y
5007,1921,27-Nov-21,Unprovoked,"Right hip, buttock, elbow, arm & wrist bitten",N
5008,1921,Reported 15-Nov-1921,Unprovoked,FATAL,Y
5009,1921,12-Oct-21,Unprovoked,Lacerations to right arm & chest,N
5010,1921,04-Oct-21,Unprovoked,"Left thigh bitten, FATAL",Y
5011,1921,Sep-21,Provoked,Leg bitten by shark he was attempting to capture PROVOKED INCIDENT,N
5012,1921,Reported 29-Aug-1929,Unprovoked,Lacerations to arm,N
5013,1921,28-Aug-21,Unprovoked,"FATAL, abdomen  severely lacerated, taken by seaplane to hospital in Corrigedor but died  ",Y
5014,1921,Reported 11-Jan-1921,Invalid,Buttons & shoes found in shark caught in fish trap,UNKNOWN
5015,1920,29-Nov-20,Unprovoked,Lacerations to leg & hand,N
5016,1921,22-Aug-21,Unprovoked,"FATAL, large wound on thigh",Y
5017,1920,22-Nov-20,Unprovoked,"Minor injuries to leg, hand & fingers",N
5018,1920,04-Nov-20,Sea Disaster,FATAL,Y
5019,1920,14-Jul-20,Invalid,Thought to have been taken by a shark. Body was not recovered,Y
5020,1920,Reported 06-Jul-1920,Unprovoked,Severe lacerations to right shoulder & arm,N
5021,1920,29-Jun-20,Unprovoked,Knee & thigh bitten,N
5022,1920,27-Jun-20,Provoked,"No injury to occupants, but shark struck boat with such force that Chandler was flung overboard. PROVOKED INCIDENT",N
5023,1920,08-Mar-20,Unprovoked,"Tossed in air by shark, sustained abrasions",N
5024,1920,Reported 24-Jan-1920,Unprovoked,Lacerations to foot,N
5025,1920,03-Feb-20,Unprovoked,Abdomen bitten,N
5026,1920,Reported 24-Jan-1920,Unprovoked,FATAL,Y
5027,1920,15-Jan-20,Unprovoked,Leg bitten. FATAL,Y
5028,1920,1920s,Unprovoked,FATAL,Y
5029,1920,1920,Unprovoked,"""Recovered""",N
5030,1920,1920,Unprovoked,Thigh & buttocks bitten. Not known if he survived.,N
5031,1919,Reported 30-Dec-1919,Unprovoked,Lacerations to left leg,N
5032,1919,07-Dec-19,Unprovoked,"FATAL, left leg & calf bitten, leg surgically amputated ",Y
5033,1919,18-Nov-19,Unprovoked,Lacerations to buttocks,N
5034,1919,12-Sep-19,Unprovoked,"FATAL, 6 men were taken by sharks as they neared the beach, 1 survived",Y
5035,1919,10-Aug-19,Unprovoked,Laceration to left thigh,N
5036,1919,29-May-19,Unprovoked,Left foot bitten & abraded,N
5037,1919,06-Apr-19,Unprovoked,FATAL,Y
5038,1919,16-Mar-19,Invalid,Shark involvement not confirmed,UNKNOWN
5039,1919,17-Jan-19,Unprovoked,"Multiple injuries, left leg surgically amputated at knee",N
5040,1919,15-Jan-19,Unprovoked,Leg bitten,N
5041,1919,09-Jan-19,Unprovoked,"FATAL, right thigh bitten ",Y
5042,1919,05-Jan-19,Unprovoked,"FATAL, thigh bitten, leg amputated ",Y
5043,1919,Reported to have taken place in 1919,Boating,No injury,N
5044,1919,1919,Unprovoked,Leg severed,N
5045,1918,Nov-18,Unprovoked,FATAL,Y
5046,1918,Nov-18,Sea Disaster,"FATAL, ""men snatched from rafts by sharks""   ",Y
5047,1918,19-Sep-18,Unprovoked,FATAL,Y
5048,1918,22-Mar-18,Unprovoked,"Severe laceration to arm, necessitating surgical amputation at the elbow",N
5049,1918,1918,Unprovoked,Survived,N
5050,1917,15-Dec-17,Unprovoked,Lacerations to left leg,N
5051,1917,Nov-17,Unprovoked,FATAL,Y
5052,1917,21-Sep-17,Unprovoked,Left knee lacerated,N
5053,1917,09-Sep-17,Provoked,Arm severely lacerated by shark that had been hooked and shot PROVOKED INCIDENT,N
5054,1917,Sep-17,Unprovoked,FATAL,Y
5055,1917,18-Jul-17,Unprovoked,FATAL,Y
5056,1917,15-Jul-17,Sea Disaster,"FATAL, only 1 survivor",Y
5057,1917,03-Jun-17,Unprovoked,Right arm bitten,N
5058,1917,31-May-17,Unprovoked,"FATAL, abdominal cavity removed ",Y
5059,1917,Reported 05-May-1917,Unprovoked,Torso bitten,N
5060,1917,1917,Unprovoked,"Bitten by shark, but  repelled it with his 'skandalopetra' ",N
5061,1916,30-Dec-16,Unprovoked,Right calf bitten,N
5062,1916,08-Dec-16,Unprovoked,"FATAL, right arm severed, chest punctured ",Y
5063,1916,08-Dec-16,Unprovoked,Leg nipped by shark,N
5064,1916,15-Nov-16,Provoked,"""Severely bitten""",N
5065,1916,10-Nov-16,Unprovoked,FATAL,Y
5066,1916,09-Nov-16,Unprovoked,FATAL,Y
5067,1916,11-Oct-16,Provoked,"FATAL, leg severely bitten, surgically amputated PROVOKED INCIDENT",Y
5068,1916, 24-Aug-1916,Unprovoked,Lower left leg severely bitten & became septic. Not known if he survived,N
5069,1916,26-Jul-16,Unprovoked,Arm severely lacerated,N
5070,1916,13-Jul-16,Invalid,"No attack,  no injury",N
5071,1916,13-Jul-16,Unprovoked,Ankle bruised,N
5072,1916,12-Jul-16,Unprovoked,"Lower left leg bitten, surgically amputated",N
5073,1916,12-Jul-16,Unprovoked,"FATAL, thigh bitten ",Y
5074,1916,12-Jul-16,Unprovoked,"FATAL, legs & torso bitten ",Y
5075,1916,11-Jul-16,Sea Disaster,"FATAL.  When the survivors were rescued next day they were clubbing sharks with oars. ""Sharks were so thick that it was difficult to row""",Y
5076,1916,08-Jul-16,Unprovoked,Survived,N
5077,1916,07-Jul-16,Unprovoked,Right foot severed,N
5078,1916,06-Jul-16,Unprovoked,FATAL,Y
5079,1916,01-Jul-16,Unprovoked,"FATAL, left leg bitten",Y
5080,1916,30-Jun-16,Unprovoked,Heel bitten,N
5081,1916,Reported 24-Jun-1916,Unprovoked,Presumed FATAL,Y
5082,1916,23-Jun-16,Provoked,Leg bitten by shark hooked shark PROVOKED INCIDENT,N
5083,1916,Reported 25-Apr-1916,Unprovoked,FATAL,Y
5084,1916,03-Apr-16,Unprovoked,FATAL,Y
5085,1916,19-Mar-16,Unprovoked,Minor lacerations to heel,N
5086,1915,Reported 09-Dec-1915,Unprovoked,"Arm severed, lacerations to thigh",N
5087,1915,10-Nov-15,Unprovoked,Severe bite to arm,N
5088,1915,08-Nov-14,Unprovoked,Severe lacerations to feet & ankles,N
5089,1915,03-Aug-15,Unprovoked,Laceration to left leg,N
5090,1915,Reported 06-Jul-1915,Unprovoked,FATAL,Y
5091,1915,Reported 06-Jul-1915,Unprovoked,FATAL,Y
5092,1915,Reported 15-May-1915,Invalid,Shark involvement not confirmed,Y
5093,1915,29-Mar-15,Unprovoked,"Shoulder bitten. Hana, one of the rescuers, fended shark off with an oar, then shark bit oar in two",N
5094,1915,06-Feb-15,Unprovoked,Foot bitten,N
5095,1915,13-Jan-15,Invalid,Death may have been due to drowning,Y
5096,1915,01-Jan-15,Unprovoked,FATAL,Y
5097,1915,Ca. 1915,Invalid,"Fatal, drowning or scavenging",UNKNOWN
5098,1914,Reported 04-Dec-1914,Unprovoked,Lacerations to right thigh and knee,N
5099,1914,17-Oct-14,Sea Disaster,Thigh bitten,N
5100,1914,Reported 26-Sep-1914,Unprovoked,FATAL,Y
5101,1914,09-Sep-14,Unprovoked,FATAL,Y
5102,1914,Reported 15-Jul-1914,Unprovoked,"No injury, shark grabbed clothes",N
5103,1914,Reported 09-Jul-1914,Provoked,PROVOKED INCIDENT    Legs severed by shark entangled in his net,N
5104,1914,07-Jul-14,Unprovoked,"No injury, shark nudged raft and circled for 2 hrs.",N
5105,1914,13-Jun-14,Boating,"No injury, shark bit paddle and stern of boat",N
5106,1914,10-Jun-14,Unprovoked,FATAL,Y
5107,1914,31-May-14,Sea Disaster,FATAL x 2,Y
5108,1914,14-May-14,Provoked,PROVOKED INCIDENT Lacerations to right hand by hooked shark,N
5109,1914,Reported 14-Mar-1914,Invalid,His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging,Y
5110,1914,03-Mar-14,Unprovoked,FATAL,Y
5111,1914,Reported 09-Feb-1914,Unprovoked,Lacerations to foot,N
5112,1914,  03-Feb-1914,Unprovoked,Lacerations to arms,N
5113,1914,Reported 17-Jan-1914,Unprovoked,Laceration to leg,N
5114,1914,1914,Unprovoked,No details,UNKNOWN
5115,1913,Reported 30-Dec-1913,Provoked,No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT,N
5116,1913,27-Nov-13,Unprovoked,FATAL,Y
5117,1913,21-Nov-13,Unprovoked,Calf severely bitten;  leg surgically amputated,N
5118,1913,21-Sep-13,Unprovoked,Major injuries but survived,N
5119,1913,03-Sep-13,Provoked,Badly bitten by a shark dragged onboard PROVOKED INCIDENT,N
5120,1913,Reported 27-Aug-1913,Invalid,Man's leg recovered from 800-lb shark,UNKNOWN
5121,1913,Reported 27-Aug-1913,Invalid,Female foot recovered from shark,UNKNOWN
5122,1913,26-Aug-13,Invalid,Human casualties,Y
5123,1913,12-Jul-13,Unprovoked,FATAL,Y
5124,1913,21-May-13,Provoked,"Forefinger of right hand bitten by a ""dead"" shark PROVOKED INCIDENT",N
5125,1913,02-May-13,Provoked,Lacerations to thigh by netted shark PROVOKED INCIDENT,N
5126,1913,27-Mar-13,Unprovoked,Leg severed,N
5127,1913,Jan-13,Unprovoked,"Head, neck & left shoulder bitten",N
5128,1913,1913,Unprovoked,FATAL,Y
5129,1913,1913,Unprovoked,FATAL,Y
5130,1913,1913,Unprovoked,Arm severed,N
5131,1912,30-Aug-12,Unprovoked,FATAL,Y
5132,1912,23-Jul-12,Unprovoked,Toes severed,N
5133,1912,Reported 06-Jul-1912,Unprovoked,FATAL,Y
5134,1912,04-May-12,Invalid,,UNKNOWN
5135,1912,18-Mar-12,Unprovoked,"""Slight laceration to leg""",N
5136,1912,22-Feb-12,Provoked,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT ",N
5137,1912,19-Feb-12,Unprovoked,Left calf & heel bitten,N
5138,1912,03-Feb-12,Unprovoked,Left shoulder & both legs bitten,N
5139,1912,26-Jan-12,Unprovoked,FATAL,Y
5140,1912,Reported 13-Jan-1912,Unprovoked,FATAL,Y
5141,1912,06-Jan-12,Unprovoked,Thigh & lower abdomen severely bitten,N
5142,1912,01-Jan-12,Unprovoked,FATAL,Y
5143,1912,1912,Unprovoked,FATAL,Y
5144,1911,08-Nov-11,Invalid,"Cause of death undetermined. 3.6 m [11'9""] shark seen carrying body. Next day, shark was killed & Antoine's entire body was found in its gut.",Y
5145,1911,26-Oct-11,Unprovoked,FATAL,Y
5146,1911,25-Oct-11,Unprovoked,Calves bitten,N
5147,1911,23-Sep-11,Unprovoked,FATAL,Y
5148,1911,20-Sep-11,Unprovoked,FATAL,Y
5149,1911,17-Sep-11,Unprovoked,Left arm & thigh bitten,N
5150,1911,Reported 31-Jul-1911,Unprovoked,FATAL,Y
5151,1911,Reported 16-Jul-1911,Provoked,"Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT",N
5152,1911,09-May-11,Unprovoked,"FATAL, partial remains recovered",Y
5153,1911,Reported 01-May-1911,Provoked,Bitten on left leg by hooked shark PROVOKED INCIDENT,N
5154,1911,01-May-11,Unprovoked,FATAL,Y
5155,1911,Reported 08-Apr-1911,Boating,"No injury to occupants, shark bit boat",N
5156,1911,Reported 29-Mar-1911,Unprovoked,FATAL,Y
5157,1911,04-Jan-11,Sea Disaster,Minor injuries,N
5158,1911,1911,Unprovoked,Minor injury to feet,N
5159,1911,Ca. 1911,Unprovoked,FATAL,Y
5160,1910,Reported 25-Dec-1910,Invalid,FATAL?,Y
5161,1910,Reported 23-Dec-1910,Sea Disaster,FATAL,Y
5162,1910,28-Nov-10,Provoked,Right hand severely bitten by netted shark PROVOKED INCIDENT,N
5163,1910,24-Nov-10,Unprovoked,Foot bitten,N
5164,1910,Reported 25-Jun-1910,Unprovoked,Leg bitten,N
5165,1910,Reported 08-Jun-1910,Sea Disaster,"FATAL, 3 passengers & 14 crew taken by sharks, captain, 1 passenger & 2 crew survived",Y
5166,1910,Reported 16-May-1910,Invalid,Presumed drowned & bodies taken by sharks,N
5167,1910,31-Mar-10,Unprovoked,FATAL,Y
5168,1910,08-Mar-10,Unprovoked,Lacerations to foot,N
5169,1910,Mar-10,Invalid,No injury,N
5170,1910,  16-Feb-1910,Unprovoked,"Shoulder, back & leg bitten",N
5171,1910,26-Jan-10,Unprovoked,FATAL,Y
