,Outlier,userId_x,userId_y,CommentCount,DownVotes,Reputation,Score,UpVotes,ViewCount,Views,postId
21975,ViewCount,35313,12423.0,28,0,6,1,0,2997,0,35313
21979,ViewCount,35319,13690.0,0,0,1,22,0,1725,7,35319
21982,ViewCount,35322,13525.0,2,0,103,2,1,1831,0,35322
21984,ViewCount,35324,12318.0,3,0,101,3,2,871,0,35324
21999,ViewCount,35348,13614.0,5,0,101,7,0,2674,1,35348
22002,ViewCount,35353,13702.0,0,0,16,5,0,1945,0,35353
22021,ViewCount,35382,13709.0,2,0,101,3,3,1893,0,35382
22023,ViewCount,35386,8196.0,3,0,1,4,0,718,0,35386
22055,ViewCount,35429,13702.0,2,0,1,2,0,846,0,35429
22064,ViewCount,35438,13740.0,6,0,1,0,0,744,1,35438
22080,ViewCount,35461,8196.0,1,0,1,1,0,1543,1,35461
22085,ViewCount,35466,13754.0,5,0,1,2,0,2393,0,35466
22089,ViewCount,35470,12245.0,6,0,1,3,0,762,1,35470
22091,ViewCount,35472,13634.0,0,0,1,6,0,972,0,35472
22101,ViewCount,35488,9405.0,0,0,101,0,10,963,0,35488
22102,ViewCount,35489,13759.0,0,0,108,3,0,816,0,35489
22108,ViewCount,35495,13765.0,3,0,101,3,0,1514,0,35495
22113,ViewCount,35501,13767.0,0,0,3,1,0,603,2,35501
22120,ViewCount,35510,13130.0,6,0,1,24,0,2243,0,35510
22136,ViewCount,35530,4733.0,2,0,121,4,0,775,1,35530
22142,ViewCount,35537,8605.0,0,0,18,3,1,950,2,35537
22145,ViewCount,35540,13130.0,6,0,1,4,0,848,0,35540
22150,ViewCount,35550,13782.0,3,0,1,3,0,699,0,35550
22156,ViewCount,35561,13565.0,3,0,101,7,2,3702,8,35561
22160,ViewCount,35566,13788.0,1,0,11,1,0,1023,1,35566
22170,ViewCount,35576,8849.0,1,0,1,2,0,2165,0,35576
22182,ViewCount,35590,4701.0,6,0,1,1,0,4201,0,35590
22183,ViewCount,35591,8924.0,3,0,106,5,0,2298,1,35591
22191,ViewCount,35601,10017.0,3,0,101,6,0,1705,2,35601
22197,ViewCount,35609,13806.0,4,0,1,3,0,610,2,35609
22204,ViewCount,35616,13810.0,1,0,11,1,0,1305,0,35616
22218,ViewCount,35634,4337.0,0,0,101,10,0,1153,1,35634
22237,ViewCount,35657,10443.0,10,0,25,12,1,4433,4,35657
22238,ViewCount,35658,8469.0,12,0,1,6,0,785,1,35658
22253,ViewCount,35683,12318.0,0,0,1,2,0,753,6,35683
22260,ViewCount,35694,2817.0,0,1,226,3,0,827,21,35694
22272,ViewCount,35711,253.0,4,0,1,25,0,3332,0,35711
22290,ViewCount,35732,13186.0,5,0,101,-1,0,714,1,35732
22319,ViewCount,35776,226.0,2,0,101,3,0,1427,0,35776
22345,ViewCount,35816,12690.0,0,0,101,0,0,821,3,35816
22352,ViewCount,35825,13899.0,2,0,101,3,0,1386,1,35825
22361,ViewCount,35839,9460.0,6,0,1,0,0,787,0,35839
22363,ViewCount,35841,588.0,0,0,106,2,0,2842,5,35841
22369,ViewCount,35852,13882.0,2,0,1,1,0,1688,0,35852
22373,ViewCount,35857,13906.0,1,0,1,1,0,706,1,35857
22379,ViewCount,35865,13910.0,1,0,1,4,0,1064,5,35865
22388,ViewCount,35877,13538.0,1,0,1,1,0,1948,0,35877
22391,ViewCount,35883,13919.0,4,0,36,11,0,926,2,35883
22399,ViewCount,35893,11899.0,0,0,6,12,0,1769,1,35893
22405,ViewCount,35905,5836.0,7,0,13,3,0,652,4,35905
22428,ViewCount,35936,13948.0,1,0,21,2,0,1027,0,35936
22431,ViewCount,35940,2040.0,8,0,66,12,0,2695,8,35940
22437,ViewCount,35948,13953.0,7,0,1,2,0,1846,11,35948
22438,ViewCount,35949,13954.0,6,0,121,5,0,1945,2,35949
22442,ViewCount,35955,11405.0,0,0,1,18,0,1669,0,35955
22443,ViewCount,35956,11032.0,6,0,118,32,4,1449,0,35956
22454,ViewCount,35970,13963.0,4,0,11,2,0,651,2,35970
22455,ViewCount,35971,4426.0,3,0,6,32,0,3925,7,35971
22460,ViewCount,35982,13968.0,1,0,1,6,0,2910,0,35982
22462,ViewCount,35984,11634.0,0,0,16,4,0,825,15,35984
22478,ViewCount,36005,11981.0,4,0,1,4,0,711,0,36005
22486,ViewCount,36015,13976.0,0,0,1,12,0,3904,0,36015
22493,ViewCount,36027,3525.0,1,0,1,46,0,10876,0,36027
22509,ViewCount,36047,13985.0,7,0,1,1,0,646,1,36047
22524,ViewCount,36064,13987.0,5,0,101,2,0,3922,2,36064
22531,ViewCount,36076,4045.0,3,0,1,3,0,3093,0,36076
22544,ViewCount,36093,12710.0,3,0,1,1,0,711,0,36093
22549,ViewCount,36099,8686.0,5,0,1,3,0,3315,0,36099
22563,ViewCount,36113,3525.0,1,0,1,17,0,1002,0,36113
22581,ViewCount,36148,14017.0,2,0,6,3,0,734,0,36148
22583,ViewCount,36152,13431.0,0,0,1,4,0,2016,0,36152
22589,ViewCount,36165,14031.0,0,0,1,10,0,4870,0,36165
22591,ViewCount,36167,11496.0,0,0,11,3,0,618,0,36167
22595,ViewCount,36171,11030.0,0,0,106,3,0,634,2,36171
22623,ViewCount,36207,10827.0,0,0,1,6,0,1912,2,36207
22625,ViewCount,36212,14049.0,1,0,106,15,0,3309,2,36212
22629,ViewCount,36217,14051.0,3,0,6,1,0,1130,0,36217
22647,ViewCount,36240,13591.0,0,0,1,0,0,2147,0,36240
22651,ViewCount,36247,14062.0,4,0,101,12,2,1101,0,36247
22655,ViewCount,36253,9560.0,0,0,16,2,0,688,4,36253
22656,ViewCount,36254,14065.0,0,0,1,2,0,940,0,36254
22664,ViewCount,36267,14077.0,2,0,1,3,0,607,0,36267
22672,ViewCount,36279,13915.0,5,0,11,2,0,939,0,36279
22683,ViewCount,36294,582.0,0,0,101,5,0,1258,0,36294
22685,ViewCount,36298,14089.0,1,0,1,6,0,1398,0,36298
22689,ViewCount,36305,13948.0,5,0,1,2,0,1713,3,36305
22702,ViewCount,36324,14100.0,3,0,199,3,2,926,6,36324
22708,ViewCount,36332,14104.0,8,0,6,2,0,960,1,36332
22714,ViewCount,36343,11889.0,0,0,121,3,0,5803,2,36343
22720,ViewCount,36351,14113.0,4,0,31,4,0,824,3,36351
22735,ViewCount,37370,14123.0,0,0,1,12,0,3444,0,37370
22737,ViewCount,37372,14123.0,3,0,133,2,1,672,1,37372
22747,ViewCount,37386,8686.0,10,0,16,14,0,851,3,37386
22748,ViewCount,37387,14131.0,8,0,1,9,0,855,0,37387
22759,ViewCount,37399,11917.0,1,0,56,3,9,1810,8,37399
22765,ViewCount,37405,13915.0,1,0,101,6,0,2520,0,37405
22766,ViewCount,37406,14141.0,2,0,16,5,0,700,2,37406
22769,ViewCount,37411,1106.0,0,0,1,5,0,4481,0,37411
22786,ViewCount,37437,14151.0,2,0,1,0,0,803,2,37437
22802,ViewCount,37461,14161.0,2,0,93,5,12,4303,10,37461
22806,ViewCount,37466,14163.0,5,0,37,6,22,4603,0,37466
22826,ViewCount,37489,14171.0,4,0,1,2,0,1190,0,37489
22829,ViewCount,37492,13183.0,1,0,1,1,0,4222,0,37492
22833,ViewCount,37497,14174.0,2,0,101,4,1,1783,0,37497
22837,ViewCount,37502,9560.0,4,0,1,1,0,727,0,37502
22881,ViewCount,37557,14192.0,3,0,101,5,0,685,0,37557
22887,ViewCount,37566,5635.0,2,0,16,0,0,631,3,37566
22903,ViewCount,37586,10500.0,0,0,101,0,0,753,0,37586
22904,ViewCount,37587,8114.0,2,0,11,6,0,3845,0,37587
22906,ViewCount,37589,9055.0,4,0,31,11,1,702,5,37589
22907,ViewCount,37590,10977.0,2,0,101,5,0,1197,0,37590
22927,ViewCount,37615,13948.0,13,0,101,2,0,673,0,37615
22931,ViewCount,37619,4337.0,2,0,11,7,0,893,0,37619
22935,ViewCount,37628,12883.0,2,0,1,2,0,730,0,37628
22944,ViewCount,37638,14214.0,4,0,28,0,4,693,1,37638
22950,ViewCount,37647,14216.0,0,0,101,7,0,1277,0,37647
22968,ViewCount,37669,11763.0,0,0,1,6,0,2646,0,37669
22978,ViewCount,37681,3269.0,0,0,1,5,0,1127,0,37681
22997,ViewCount,37706,14243.0,1,0,1,3,0,874,0,37706
23012,ViewCount,37729,2116.0,5,5,257,13,63,721,206,37729
23015,ViewCount,37732,5836.0,3,0,6,8,0,1628,0,37732
23016,ViewCount,37733,14253.0,0,0,116,3,2,863,0,37733
23022,ViewCount,37743,8297.0,3,0,29,2,7,2718,17,37743
23030,ViewCount,37753,14263.0,2,0,101,4,3,4086,1,37753
23034,ViewCount,37758,11748.0,1,0,101,2,2,1485,1,37758
23037,ViewCount,37761,13023.0,1,0,1,13,0,1464,0,37761
23043,ViewCount,37768,14274.0,1,0,16,0,0,934,0,37768
23050,ViewCount,37775,9618.0,8,0,101,8,0,641,0,37775
23051,ViewCount,37776,2040.0,5,0,16,4,0,1422,0,37776
23059,ViewCount,37785,13684.0,1,0,101,3,0,2791,4,37785
23068,ViewCount,37795,14170.0,1,0,1,6,0,3740,0,37795
23070,ViewCount,37797,4701.0,0,0,101,1,0,3214,0,37797
23078,ViewCount,37805,14283.0,0,0,101,7,5,1621,0,37805
23087,ViewCount,37814,3919.0,0,0,101,7,2,1945,1,37814
23096,ViewCount,37826,14296.0,0,0,101,1,2,690,0,37826
23108,ViewCount,37840,14305.0,0,0,101,6,1,5687,0,37840
23129,ViewCount,37865,9342.0,4,0,101,6,3,3704,0,37865
23168,ViewCount,37911,14113.0,0,0,101,1,4,998,0,37911
23169,ViewCount,37912,14009.0,2,0,101,1,2,16587,0,37912
23174,ViewCount,37918,14104.0,1,0,1,2,0,791,0,37918
23183,ViewCount,37930,3310.0,0,0,1,4,0,1130,1,37930
23187,ViewCount,37935,3886.0,6,0,1,6,0,1177,0,37935
23194,ViewCount,37944,11192.0,6,0,101,20,0,2806,0,37944
23215,ViewCount,37977,10841.0,3,0,111,2,2,1057,2,37977
23226,ViewCount,37993,14383.0,8,0,1,20,0,33939,1,37993
23233,ViewCount,38001,9342.0,4,0,1,4,0,17534,0,38001
23247,ViewCount,38016,14390.0,11,0,101,6,2,2012,0,38016
23306,ViewCount,38087,,1,0,1,6,0,1396,1,38087
23309,ViewCount,38091,14418.0,4,0,101,0,0,772,0,38091
23311,ViewCount,38093,14420.0,1,0,101,5,0,7132,0,38093
23319,ViewCount,38102,2526.0,0,0,208,8,43,6705,28,38102
23321,ViewCount,38105,11143.0,0,0,1,1,0,787,2,38105
23327,ViewCount,38117,14429.0,2,0,28,10,0,1809,0,38117
23328,ViewCount,38118,1970.0,3,0,1,7,0,1181,0,38118
23360,ViewCount,38160,,0,0,357,0,16,694,11,38160
23367,ViewCount,38174,14462.0,11,0,1,4,0,1218,0,38174
23370,ViewCount,38177,14283.0,0,0,101,5,2,2508,0,38177
23373,ViewCount,38180,14464.0,3,0,101,1,0,776,0,38180
23380,ViewCount,38187,9405.0,0,0,16,1,0,790,5,38187
23381,ViewCount,38188,14465.0,4,0,101,3,0,1687,0,38188
23390,ViewCount,38201,14125.0,1,0,1,0,0,1192,2,38201
23395,ViewCount,38207,13799.0,0,0,1,0,0,609,0,38207
23403,ViewCount,38215,14472.0,1,0,101,1,0,1759,1,38215
23404,ViewCount,38216,7918.0,0,0,101,8,2,3031,0,38216
23411,ViewCount,38227,6750.0,0,1,128,0,18,1037,4,38227
23416,ViewCount,38232,15952.0,3,0,1,4,0,2001,0,38232
23424,ViewCount,38245,14464.0,2,0,6,2,0,1230,0,38245
23425,ViewCount,38248,9405.0,0,0,1,1,0,1620,0,38248
23460,ViewCount,38296,14501.0,2,0,101,8,0,2851,0,38296
23463,ViewCount,38299,12733.0,4,0,11,6,0,616,0,38299
23481,ViewCount,38322,14495.0,2,0,16,2,1,686,2,38322
23493,ViewCount,38337,,8,0,101,3,0,988,1,38337
23502,ViewCount,38350,7290.0,3,0,1,13,0,1041,0,38350
23517,ViewCount,38370,5836.0,0,0,101,16,0,1735,0,38370
23540,ViewCount,38403,9394.0,6,0,11,21,0,938,0,38403
23544,ViewCount,38408,13378.0,1,0,1,0,0,963,0,38408
23554,ViewCount,38419,12891.0,2,0,1,2,0,862,0,38419
23555,ViewCount,38420,9394.0,5,0,33,40,0,2962,3,38420
23573,ViewCount,38439,5264.0,2,0,1,4,0,2025,2,38439
23601,ViewCount,38471,686.0,6,0,141,21,0,629,0,38471
23615,ViewCount,38487,14566.0,8,0,21,8,0,1171,0,38487
23624,ViewCount,40342,15913.0,1,0,121,4,1,2772,1,40342
23633,ViewCount,40354,12036.0,10,0,101,6,0,3092,0,40354
23638,ViewCount,40363,9887.0,0,0,13,2,0,1931,0,40363
23639,ViewCount,40364,15921.0,4,0,1,1,0,687,0,40364
23640,ViewCount,40365,15922.0,1,0,101,5,1,824,0,40365
23643,ViewCount,40368,,1,0,1,3,0,747,0,40368
23653,ViewCount,40382,7968.0,1,0,1,7,0,620,0,40382
23654,ViewCount,40383,15927.0,7,0,136,0,2,615,3,40383
23655,ViewCount,40384,7828.0,9,0,101,24,0,1313,0,40384
23656,ViewCount,40385,14731.0,0,0,21,7,0,2479,0,40385
23674,ViewCount,40407,15934.0,8,0,15,-1,1,1674,8,40407
23676,ViewCount,40410,11405.0,5,0,101,1,0,1135,3,40410
23689,ViewCount,40427,13957.0,2,0,1,-3,0,614,0,40427
23703,ViewCount,40441,14856.0,2,0,1,1,0,3021,5,40441
23705,ViewCount,40443,10069.0,0,0,131,3,1,1434,3,40443
23712,ViewCount,40453,15952.0,10,0,1,5,0,743,0,40453
23713,ViewCount,40454,15957.0,6,0,10,6,0,1911,0,40454
23735,ViewCount,40482,9677.0,6,0,1,1,0,874,0,40482
23744,ViewCount,40495,15973.0,2,0,1,3,0,1046,0,40495
23752,ViewCount,40504,15978.0,0,0,11,6,0,5732,0,40504
23761,ViewCount,40514,15984.0,10,0,1,2,0,601,0,40514
23775,ViewCount,40532,8218.0,1,0,101,1,0,713,2,40532
23785,ViewCount,40546,15999.0,1,0,1,1,0,1616,0,40546
23787,ViewCount,40549,13690.0,3,0,101,3,4,795,3,40549
23795,ViewCount,40560,14731.0,0,0,1,2,0,866,0,40560
23806,ViewCount,40576,14888.0,4,0,1,5,0,1078,1,40576
23815,ViewCount,40588,15966.0,0,0,1,6,0,625,0,40588
23824,ViewCount,40598,13516.0,1,0,1,16,0,3494,0,40598
23827,ViewCount,40602,16022.0,0,0,101,9,0,1967,0,40602
23835,ViewCount,40613,16027.0,0,0,101,2,0,1043,0,40613
23838,ViewCount,40616,15979.0,1,0,1,0,0,617,1,40616
23858,ViewCount,40639,10389.0,3,0,1,3,0,1385,0,40639
23862,ViewCount,40647,16032.0,2,0,1,2,0,3072,0,40647
23926,ViewCount,40737,16074.0,0,0,1,9,0,3069,0,40737
23952,ViewCount,40769,561.0,5,0,1,47,0,2299,0,40769
23958,ViewCount,40779,13516.0,3,0,1,4,0,2715,0,40779
23968,ViewCount,40795,16089.0,1,0,101,4,0,713,0,40795
23980,ViewCount,40808,16101.0,5,0,16,15,0,2963,5,40808
23987,ViewCount,40818,1005.0,3,0,11,2,0,6936,0,40818
24004,ViewCount,40838,16089.0,1,0,11,1,0,629,1,40838
24015,ViewCount,40852,16047.0,2,0,1,0,0,2033,0,40852
24024,ViewCount,40861,16078.0,0,0,46,3,0,2410,2,40861
24028,ViewCount,40868,14163.0,1,0,1,4,0,680,2,40868
24029,ViewCount,40870,5509.0,0,0,101,5,1,880,0,40870
24034,ViewCount,40875,16027.0,0,0,1,1,0,920,0,40875
24041,ViewCount,40884,14305.0,2,0,116,2,0,2735,0,40884
24042,ViewCount,40885,,0,0,11,1,0,1563,0,40885
24050,ViewCount,40906,16164.0,1,0,1,3,0,1871,0,40906
24051,ViewCount,40907,16557.0,6,0,1,2,0,4198,0,40907
24061,ViewCount,40920,16127.0,4,0,101,1,1,789,0,40920
24068,ViewCount,40928,16131.0,3,0,21,9,0,1334,1,40928
24096,ViewCount,40965,7802.0,1,0,11,1,0,719,0,40965
24102,ViewCount,40972,16150.0,0,0,1,2,0,875,0,40972
24106,ViewCount,40976,16152.0,0,0,227,3,5,1252,22,40976
24112,ViewCount,40982,8807.0,1,0,101,2,1,1217,0,40982
24115,ViewCount,40988,16028.0,0,0,1,1,0,647,0,40988
24116,ViewCount,40989,4742.0,1,0,1,5,0,1290,0,40989
24131,ViewCount,41006,9187.0,11,0,101,3,7,1331,0,41006
24150,ViewCount,41029,13516.0,0,0,1,9,0,1595,0,41029
24161,ViewCount,41041,14137.0,0,0,11,1,0,741,0,41041
24182,ViewCount,41070,16199.0,0,0,1,5,0,3323,0,41070
24185,ViewCount,41074,5509.0,1,0,106,2,0,739,3,41074
24197,ViewCount,41093,16210.0,3,0,101,0,0,1809,0,41093
24204,ViewCount,41104,16246.0,2,0,101,4,0,1630,0,41104
24219,ViewCount,41123,14125.0,3,0,1,2,0,3481,0,41123
24225,ViewCount,41129,14649.0,0,0,1,3,0,2808,0,41129
24235,ViewCount,41145,16227.0,0,0,101,6,6,3215,0,41145
24251,ViewCount,41168,,0,0,1,2,0,2039,1,41168
24258,ViewCount,41176,16247.0,0,0,1,3,0,1394,0,41176
24263,ViewCount,41183,16251.0,1,0,101,3,0,676,0,41183
24267,ViewCount,41187,6920.0,4,0,1,3,0,891,0,41187
24270,ViewCount,41190,7802.0,2,0,101,1,2,1239,0,41190
24279,ViewCount,41199,13487.0,0,0,1,6,0,2496,1,41199
24288,ViewCount,41208,919.0,6,0,1,49,0,2240,0,41208
24301,ViewCount,41222,16239.0,2,0,6,6,0,3781,0,41222
24311,ViewCount,41242,12750.0,0,0,11,0,0,855,9,41242
24324,ViewCount,41259,10402.0,4,0,16,7,1,2013,0,41259
24332,ViewCount,41270,14506.0,3,0,55,4,0,1885,6,41270
24345,ViewCount,41286,13201.0,3,0,101,58,1,5903,0,41286
24348,ViewCount,41289,10278.0,0,0,1,7,0,2514,0,41289
24354,ViewCount,41296,,1,0,18,1,2,754,0,41296
24355,ViewCount,41297,8116.0,1,0,1,3,0,1349,0,41297
24361,ViewCount,41306,16018.0,2,0,6,7,0,729,1,41306
24372,ViewCount,41320,14506.0,2,0,1,5,0,1273,1,41320
24378,ViewCount,41326,7970.0,13,0,101,17,8,1322,0,41326
24392,ViewCount,41349,7802.0,2,0,1,4,0,2918,0,41349
24395,ViewCount,41354,16325.0,0,0,6,1,0,694,3,41354
24400,ViewCount,41361,9146.0,3,0,1,7,0,725,0,41361
24405,ViewCount,41367,9146.0,0,0,40,2,4,2232,0,41367
24417,ViewCount,41380,,0,0,71,3,1,698,2,41380
24422,ViewCount,41386,16336.0,6,0,50,3,0,1370,6,41386
24426,ViewCount,41390,16337.0,4,0,6,1,0,1130,1,41390
24429,ViewCount,41394,7290.0,3,0,23,37,1,1235,0,41394
24436,ViewCount,41404,16047.0,4,0,16,2,0,3721,1,41404
24465,ViewCount,41443,7291.0,7,0,1,11,0,6880,1,41443
24469,ViewCount,41448,16370.0,6,0,1,1,0,684,0,41448
24471,ViewCount,41450,1291.0,0,0,113,4,2,766,1,41450
24486,ViewCount,41467,9216.0,1,0,1,12,0,1384,0,41467
24502,ViewCount,41486,16047.0,4,0,1,1,0,1061,0,41486
24505,ViewCount,41492,966.0,5,0,26,15,0,666,3,41492
24506,ViewCount,41493,,6,0,11,1,0,714,3,41493
24516,ViewCount,41509,16387.0,1,0,1,5,0,2767,2,41509
24534,ViewCount,41529,11090.0,0,0,1,5,0,1075,0,41529
24540,ViewCount,41536,10890.0,3,0,15,4,1,899,1,41536
24541,ViewCount,41537,3026.0,0,0,1,4,0,759,0,41537
24548,ViewCount,41544,16397.0,1,0,1,1,0,977,2,41544
24555,ViewCount,41551,14532.0,0,0,1,2,0,664,0,41551
24560,ViewCount,41557,12005.0,0,0,46,3,0,1864,3,41557
24564,ViewCount,41561,16402.0,2,0,8,4,0,1840,2,41561
24574,ViewCount,41572,16404.0,0,0,1,5,0,741,0,41572
24575,ViewCount,41573,,0,0,101,2,1,1014,0,41573
24577,ViewCount,41576,16407.0,0,0,1,4,0,977,0,41576
24579,ViewCount,41578,2820.0,4,0,1,2,0,997,0,41578
24587,ViewCount,41586,9171.0,0,0,1,1,0,727,4,41586
24592,ViewCount,41591,11462.0,0,0,13,1,0,1577,1,41591
24616,ViewCount,41620,14134.0,0,0,1,3,0,1930,1,41620
24645,ViewCount,41654,16432.0,0,0,101,3,0,631,0,41654
24646,ViewCount,41655,11511.0,4,0,16,27,0,1142,1,41655
24657,ViewCount,41669,11462.0,0,0,1,0,0,2032,0,41669
24665,ViewCount,41678,16441.0,6,0,11,2,0,2133,3,41678
24679,ViewCount,41695,11774.0,0,0,1,1,0,12116,0,41695
24685,ViewCount,41702,16447.0,1,0,1,3,0,759,0,41702
24687,ViewCount,41704,14289.0,0,0,9,12,0,5086,0,41704
24696,ViewCount,41716,16439.0,0,0,1,3,0,785,0,41716
24702,ViewCount,41723,16454.0,0,0,1,7,0,1861,4,41723
24705,ViewCount,41726,9007.0,6,0,101,23,0,1503,1,41726
24708,ViewCount,41730,16457.0,4,0,1,4,0,856,0,41730
24738,ViewCount,41770,16473.0,2,0,1,0,0,3944,1,41770
24739,ViewCount,41771,2817.0,3,0,1,22,0,7257,0,41771
24741,ViewCount,41773,11371.0,0,0,11,4,0,2078,2,41773
24762,ViewCount,41798,13473.0,2,0,11,5,0,1661,0,41798
24817,ViewCount,41860,16519.0,6,0,1,1,0,816,0,41860
24818,ViewCount,41861,9816.0,2,0,1,6,0,2701,0,41861
24829,ViewCount,41873,2798.0,0,0,1,2,0,685,1,41873
24836,ViewCount,41881,13985.0,2,0,101,3,0,988,0,41881
24847,ViewCount,41892,13473.0,1,0,6,6,0,1919,0,41892
24850,ViewCount,41895,16538.0,0,0,11,8,0,1405,0,41895
24851,ViewCount,41896,16534.0,1,0,1,6,0,1666,0,41896
24853,ViewCount,41898,16540.0,3,0,6,0,0,729,0,41898
24875,ViewCount,41925,16552.0,0,0,1,2,0,659,1,41925
24883,ViewCount,41937,16557.0,5,0,1,1,0,3760,1,41937
24897,ViewCount,42956,16557.0,0,0,11,1,0,16604,2,42956
24926,ViewCount,42997,2929.0,1,0,1,0,0,1534,0,42997
24927,ViewCount,42999,3026.0,1,0,1,6,0,1872,0,42999
24936,ViewCount,43009,2912.0,1,0,101,12,0,793,0,43009
24944,ViewCount,43019,16269.0,4,0,101,1,0,1460,0,43019
24945,ViewCount,43020,16595.0,2,0,6,0,0,3037,1,43020
24958,ViewCount,43036,16602.0,1,0,1,2,0,760,0,43036
24975,ViewCount,43053,2063.0,0,0,1,3,0,666,0,43053
24980,ViewCount,43061,197.0,5,0,1,2,0,1411,0,43061
24988,ViewCount,43071,16647.0,2,0,1,1,0,1715,1,43071
24993,ViewCount,43076,16622.0,2,0,1,0,0,638,1,43076
25000,ViewCount,43086,16656.0,9,0,1,4,0,802,0,43086
25011,ViewCount,43099,14899.0,0,0,1,3,0,937,0,43099
25013,ViewCount,43102,1618.0,0,0,1,4,0,758,0,43102
25023,ViewCount,43114,11453.0,0,0,101,2,1,1404,0,43114
25027,ViewCount,43119,16557.0,2,0,8,4,0,2077,0,43119
25037,ViewCount,43131,16649.0,1,0,11,2,0,849,1,43131
25046,ViewCount,43144,16542.0,2,0,1,12,0,1382,0,43144
25058,ViewCount,43157,14803.0,4,0,101,0,0,1278,0,43157
25059,ViewCount,43159,16662.0,8,0,101,6,0,6026,0,43159
25079,ViewCount,43185,13634.0,0,0,21,7,0,778,1,43185
25098,ViewCount,43206,14803.0,0,0,121,1,0,1002,3,43206
25104,ViewCount,43214,14715.0,6,0,1,1,0,886,0,43214
25128,ViewCount,43243,14860.0,0,0,1,2,0,1344,0,43243
25144,ViewCount,43264,16700.0,3,0,1,0,0,689,0,43264
25150,ViewCount,43270,13770.0,0,0,1,4,0,1549,0,43270
25174,ViewCount,43302,10028.0,2,0,11,1,0,696,1,43302
25176,ViewCount,43304,12180.0,0,0,41,1,5,771,2,43304
25179,ViewCount,43309,,1,0,1,0,0,668,0,43309
25200,ViewCount,43333,2959.0,0,0,11,1,0,2313,0,43333
25205,ViewCount,43339,12968.0,6,0,121,60,0,9210,11,43339
25207,ViewCount,43341,16724.0,0,0,101,1,0,1806,0,43341
25212,ViewCount,43347,16726.0,0,0,1,7,0,610,0,43347
25226,ViewCount,43361,16337.0,0,0,11,1,0,1500,0,43361
25229,ViewCount,43365,16732.0,5,0,21,14,0,2187,0,43365
25232,ViewCount,43368,16737.0,0,0,11,3,0,763,0,43368
25234,ViewCount,43370,11408.0,0,0,1,3,0,881,0,43370
25258,ViewCount,43398,14674.0,0,0,1,4,0,635,0,43398
25311,ViewCount,43470,12615.0,0,0,1,1,0,1054,0,43470
25312,ViewCount,43471,10636.0,5,0,1,28,0,2799,0,43471
25322,ViewCount,43482,26105.0,0,0,6,10,0,1391,0,43482
25340,ViewCount,43504,16801.0,0,0,26,3,0,784,0,43504
25355,ViewCount,43521,16821.0,8,0,1,1,0,1740,0,43521
25368,ViewCount,43536,16827.0,0,0,1,5,0,1003,0,43536
25369,ViewCount,43538,16789.0,0,0,1,2,0,2629,0,43538
25375,ViewCount,43544,16830.0,0,0,101,1,0,928,0,43544
25383,ViewCount,43554,1291.0,12,0,6,8,0,969,0,43554
25401,ViewCount,43577,14289.0,0,0,16,2,0,1180,1,43577
25408,ViewCount,43586,16849.0,0,0,16,1,0,663,1,43586
25410,ViewCount,43588,16850.0,4,0,1,7,0,1277,0,43588
25416,ViewCount,43594,16853.0,3,0,13,9,0,629,6,43594
25450,ViewCount,43635,16873.0,2,0,1,2,0,853,0,43635
25476,ViewCount,43664,9200.0,1,0,6,4,0,1611,0,43664
25486,ViewCount,43675,16883.0,2,0,1,1,0,667,0,43675
25504,ViewCount,43697,4110.0,2,0,1,0,0,1226,0,43697
25525,ViewCount,43720,1716.0,5,0,101,1,0,1905,0,43720
25526,ViewCount,43721,16721.0,4,0,5,1,0,978,1,43721
25528,ViewCount,43723,16908.0,1,0,6,1,0,1218,3,43723
25531,ViewCount,43726,16909.0,3,0,1,0,0,3117,0,43726
25534,ViewCount,43729,16912.0,1,0,3,4,0,1396,0,43729
25537,ViewCount,43733,14530.0,0,0,101,10,0,1605,0,43733
25549,ViewCount,43747,16938.0,5,0,1,2,0,1102,0,43747
25550,ViewCount,43748,16849.0,1,0,1,1,0,1290,0,43748
25568,ViewCount,43768,3681.0,3,0,101,0,1,893,1,43768
25576,ViewCount,43779,16926.0,1,0,1,1,0,1245,0,43779
25589,ViewCount,43799,16929.0,5,0,1,1,0,788,0,43799
25594,ViewCount,43804,16931.0,1,0,1,1,0,1506,2,43804
25610,ViewCount,43825,16941.0,0,0,101,6,1,631,0,43825
25634,ViewCount,43851,16955.0,4,0,6,5,0,4224,3,43851
25645,ViewCount,43867,16949.0,2,0,1,20,0,705,0,43867
25651,ViewCount,43876,4344.0,0,0,1,4,0,966,0,43876
25652,ViewCount,43877,16955.0,5,0,6,3,0,1547,1,43877
25656,ViewCount,43882,16955.0,0,0,1,0,0,1525,0,43882
25669,ViewCount,43898,10106.0,5,0,1,2,0,807,0,43898
25696,ViewCount,43930,10675.0,0,0,1,18,0,4109,0,43930
25706,ViewCount,43943,16991.0,0,0,1,9,0,631,2,43943
25717,ViewCount,43958,17000.0,0,0,1,7,0,1301,0,43958
25724,ViewCount,43969,17002.0,2,0,1,4,0,2440,0,43969
25744,ViewCount,43996,16732.0,0,0,101,10,4,2002,0,43996
25761,ViewCount,44016,14532.0,0,0,11,1,0,1571,2,44016
25774,ViewCount,44032,17028.0,2,0,1,1,0,903,0,44032
25775,ViewCount,44033,,0,0,1,7,0,828,0,44033
